OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,CompStatDay,CompStatYear,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
1207,2.01505E+14,8/15/2015,Saturday,Aug,15,2015,2000,Aug,15,2015,RAPE,FELONY,K,43,Bronx,OTHER,1020316,239179,40.8231013,-73.86969046
1208,2.01508E+14,8/16/2015,Sunday,Aug,16,2015,0,Aug,16,2015,RAPE,FELONY,C,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
1209,2.01511E+14,8/16/2015,Sunday,Aug,16,2015,400,Aug,16,2015,RAPE,FELONY,F,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
1210,2.01502E+14,8/16/2015,Sunday,Aug,16,2015,1200,Sep,6,2015,RAPE,FELONY,C,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
1211,2.01511E+14,8/16/2015,Sunday,Aug,16,2015,2000,Aug,19,2015,RAPE,FELONY,A,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
1212,2.01508E+14,8/17/2015,Monday,Aug,17,2015,200,Aug,26,2015,RAPE,FELONY,J,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
1213,2.01509E+14,8/17/2015,Monday,Aug,17,2015,300,Aug,17,2015,RAPE,FELONY,M,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
1214,2.01508E+14,8/17/2015,Monday,Aug,17,2015,500,Aug,17,2015,RAPE,FELONY,G,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
1215,2.0151E+14,8/18/2015,Tuesday,Aug,18,2015,0,Aug,19,2015,RAPE,FELONY,G,90,Brooklyn,NYPD-HOUSING BUREAU,997843,196573,40.70622201,-73.95097436
1216,2.01506E+14,8/18/2015,Tuesday,Aug,18,2015,300,Aug,19,2015,RAPE,FELONY,A,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
1217,2.01506E+14,8/18/2015,Tuesday,Aug,18,2015,2000,Aug,19,2015,RAPE,FELONY,I,49,Bronx,NYPD-HOUSING BUREAU,1027295,251236,40.85616296,-73.84439712
1218,2.01512E+14,8/19/2015,Wednesday,Aug,19,2015,1600,Aug,19,2015,RAPE,FELONY,N,114,Queens,NYPD,1007654,219564,40.76930609,-73.91550818
1219,2.01505E+14,8/21/2015,Friday,Aug,21,2015,0,Sep,6,2015,RAPE,FELONY,C,40,Bronx,NYPD-HOUSING BUREAU,1004926,234532,40.81039602,-73.92531074
1220,2.01502E+14,8/21/2015,Friday,Aug,21,2015,2000,Aug,22,2015,RAPE,FELONY,A,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
1221,2.01506E+14,8/22/2015,Saturday,Aug,22,2015,100,Aug,26,2015,RAPE,FELONY,C,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
1222,2.01512E+14,8/22/2015,Saturday,Aug,22,2015,400,Sep,4,2015,RAPE,FELONY,I,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
1223,2.01506E+14,8/22/2015,Saturday,Aug,22,2015,1400,Sep,25,2015,RAPE,FELONY,C,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
1224,2.01505E+14,8/22/2015,Saturday,Aug,22,2015,2300,Aug,23,2015,RAPE,FELONY,C,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
1225,2.01511E+14,8/23/2015,Sunday,Aug,23,2015,300,Sep,3,2015,RAPE,FELONY,M,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
1226,2.01504E+14,8/24/2015,Monday,Aug,24,2015,700,Aug,24,2015,RAPE,FELONY,B,28,Manhattan,NYPD,997376,233927,40.8087499,-73.95258581
1227,2.01505E+14,8/24/2015,Monday,Aug,24,2015,1400,Aug,31,2015,RAPE,FELONY,B,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
1228,2.01506E+14,8/24/2015,Monday,Aug,24,2015,1700,Aug,25,2015,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
1229,2.01513E+14,8/25/2015,Tuesday,Aug,25,2015,100,Aug,25,2015,RAPE,FELONY,J,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
1230,2.01511E+14,8/25/2015,Tuesday,Aug,25,2015,800,Sep,30,2015,RAPE,FELONY,E,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
1231,2.01506E+14,8/25/2015,Tuesday,Aug,25,2015,2300,Aug,26,2015,RAPE,FELONY,B,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
1232,2.0151E+14,8/25/2015,Tuesday,Aug,25,2015,2300,Aug,26,2015,RAPE,FELONY,J,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
1233,2.01513E+14,8/28/2015,Friday,Aug,28,2015,100,Aug,28,2015,RAPE,FELONY,J,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
1234,2.01506E+14,8/28/2015,Friday,Aug,28,2015,500,Aug,29,2015,RAPE,FELONY,H,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
1235,2.01506E+14,8/28/2015,Friday,Aug,28,2015,1200,Aug,31,2015,RAPE,FELONY,C,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
1236,2.01506E+14,8/28/2015,Friday,Aug,28,2015,1400,Aug,29,2015,RAPE,FELONY,B,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
1237,2.01508E+14,8/28/2015,Friday,Aug,28,2015,2000,Sep,1,2015,RAPE,FELONY,I,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
1238,2.01508E+14,8/28/2015,Friday,Aug,28,2015,2200,Aug,29,2015,RAPE,FELONY,K,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
1239,2.01504E+14,8/29/2015,Saturday,Aug,29,2015,0,Aug,31,2015,RAPE,FELONY,C,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
1240,2.01503E+14,8/29/2015,Saturday,Aug,29,2015,0,Sep,17,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
1241,2.01506E+14,8/29/2015,Saturday,Aug,29,2015,600,Aug,29,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
1242,2.01508E+14,8/29/2015,Saturday,Aug,29,2015,1900,Aug,30,2015,RAPE,FELONY,G,73,Brooklyn,NYPD-HOUSING BUREAU,1008276,183623,40.67065507,-73.91339092
1243,2.01508E+14,8/29/2015,Saturday,Aug,29,2015,2200,Sep,2,2015,RAPE,FELONY,I,68,Brooklyn,NYPD,978016,172087,40.63902167,-74.02246352
1244,2.01501E+14,8/29/2015,Saturday,Aug,29,2015,2300,Aug,30,2015,RAPE,FELONY,F,5,Manhattan,NYPD,984946,200203,40.71619591,-73.99749075
1245,2.01508E+14,8/30/2015,Sunday,Aug,30,2015,0,Aug,30,2015,RAPE,FELONY,F,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
1246,2.01505E+14,8/30/2015,Sunday,Aug,30,2015,100,Sep,4,2015,RAPE,FELONY,C,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
1247,2.01505E+14,8/30/2015,Sunday,Aug,30,2015,200,Aug,31,2015,RAPE,FELONY,H,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
1248,2.01508E+14,8/30/2015,Sunday,Aug,30,2015,2200,Aug,31,2015,RAPE,FELONY,F,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
1249,2.01503E+14,8/30/2015,Sunday,Aug,30,2015,2300,Aug,31,2015,RAPE,FELONY,E,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
1250,2.01506E+14,8/31/2015,Monday,Aug,31,2015,1400,Sep,29,2015,RAPE,FELONY,G,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
1251,2.01509E+14,8/31/2015,Monday,Aug,31,2015,1700,Sep,1,2015,RAPE,FELONY,F,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
1252,2.01513E+14,9/1/2015,Tuesday,Sep,1,2015,200,Sep,23,2015,RAPE,FELONY,D,123,Staten Island,NYPD,914725,125837,40.51180434,-74.25003459
1253,2.01512E+14,9/1/2015,Tuesday,Sep,1,2015,1800,Sep,2,2015,RAPE,FELONY,H,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
1254,2.01504E+14,9/2/2015,Wednesday,Sep,2,2015,0,Sep,2,2015,RAPE,FELONY,J,28,Manhattan,NYPD,997376,233927,40.8087499,-73.95258581
1255,2.01512E+14,9/2/2015,Wednesday,Sep,2,2015,400,Sep,3,2015,RAPE,FELONY,G,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
1256,2.01506E+14,9/2/2015,Wednesday,Sep,2,2015,2100,Sep,3,2015,RAPE,FELONY,A,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
1257,2.01509E+14,9/3/2015,Thursday,Sep,3,2015,1300,Sep,30,2015,RAPE,FELONY,D,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
1258,2.01511E+14,9/4/2015,Friday,Sep,4,2015,1200,Sep,4,2015,RAPE,FELONY,H,103,Queens,NYPD-HOUSING BUREAU,1041749,196938,40.70704748,-73.7926119
1259,2.01508E+14,9/5/2015,Saturday,Sep,5,2015,1800,Sep,12,2015,RAPE,FELONY,G,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
1260,2.01505E+14,9/5/2015,Saturday,Sep,5,2015,1900,Sep,6,2015,RAPE,FELONY,H,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
1261,2.01504E+14,9/5/2015,Saturday,Sep,5,2015,2100,Sep,5,2015,RAPE,FELONY,F,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
1262,2.01509E+14,9/6/2015,Sunday,Sep,6,2015,0,Sep,6,2015,RAPE,FELONY,D,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
1263,2.01511E+14,9/6/2015,Sunday,Sep,6,2015,500,Sep,8,2015,RAPE,FELONY,E,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
1264,2.01511E+14,9/6/2015,Sunday,Sep,6,2015,900,Sep,6,2015,RAPE,FELONY,G,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
1265,2.01506E+14,9/6/2015,Sunday,Sep,6,2015,1000,Sep,8,2015,RAPE,FELONY,F,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
1266,2.01509E+14,9/6/2015,Sunday,Sep,6,2015,1400,Sep,15,2015,RAPE,FELONY,H,78,Brooklyn,NYPD,991374,187228,40.68057972,-73.97431656
1267,2.0151E+14,9/6/2015,Sunday,Sep,6,2015,1700,Sep,6,2015,RAPE,FELONY,J,88,Brooklyn,NYPD-HOUSING BUREAU,995188,190691,40.69008097,-73.96055993
1268,2.01509E+14,9/6/2015,Sunday,Sep,6,2015,1800,Sep,7,2015,RAPE,FELONY,H,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
1269,2.01511E+14,9/6/2015,Sunday,Sep,6,2015,2000,Sep,7,2015,RAPE,FELONY,D,101,Queens,NYPD,1053678,159044,40.60295159,-73.74997626
1270,2.01504E+14,9/6/2015,Sunday,Sep,6,2015,2200,Sep,8,2015,RAPE,FELONY,B,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
1271,2.01508E+14,9/7/2015,Monday,Sep,7,2015,200,Sep,7,2015,RAPE,FELONY,E,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
1272,2.01508E+14,9/7/2015,Monday,Sep,7,2015,200,Sep,7,2015,RAPE,FELONY,D,69,Brooklyn,NYPD,1010641,175525,40.64842112,-73.90489711
1273,2.01508E+14,9/9/2015,Wednesday,Sep,9,2015,1300,Sep,12,2015,RAPE,FELONY,A,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
1274,2.01508E+14,9/10/2015,Thursday,Sep,10,2015,100,Sep,10,2015,RAPE,FELONY,F,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
1275,2.01512E+14,9/10/2015,Thursday,Sep,10,2015,400,Sep,10,2015,RAPE,FELONY,H,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
1276,2.01508E+14,9/11/2015,Friday,Sep,11,2015,0,Sep,11,2015,RAPE,FELONY,D,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
1277,2.01502E+14,9/11/2015,Friday,Sep,11,2015,100,Sep,11,2015,RAPE,FELONY,H,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
1278,2.01512E+14,9/11/2015,Friday,Sep,11,2015,300,Sep,11,2015,RAPE,FELONY,E,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
1279,2.01504E+14,9/11/2015,Friday,Sep,11,2015,2000,Sep,17,2015,RAPE,FELONY,E,26,Manhattan,NYPD-HOUSING BUREAU,996241,236149,40.81485029,-73.95668185
1280,2.01513E+14,9/12/2015,Saturday,Sep,12,2015,500,Sep,12,2015,RAPE,FELONY,B,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
1281,2.01503E+14,9/12/2015,Saturday,Sep,12,2015,500,Sep,12,2015,RAPE,FELONY,E,24,Manhattan,NYPD,993336,229488,40.79657114,-73.96718569
1282,2.01511E+14,9/12/2015,Saturday,Sep,12,2015,2200,Sep,13,2015,RAPE,FELONY,G,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
1283,2.01509E+14,9/12/2015,Saturday,Sep,12,2015,2300,Sep,13,2015,RAPE,FELONY,B,81,Brooklyn,NYPD-HOUSING BUREAU,1005218,190528,40.6896155,-73.92439311
1284,2.01512E+14,9/13/2015,Sunday,Sep,13,2015,0,Sep,18,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
1285,2.01502E+14,9/13/2015,Sunday,Sep,13,2015,200,Sep,13,2015,RAPE,FELONY,G,10,Manhattan,NYPD,984623,209859,40.7426993,-73.99865538
1286,2.01504E+14,9/13/2015,Sunday,Sep,13,2015,300,Sep,13,2015,RAPE,FELONY,D,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
1287,2.01502E+14,9/15/2015,Tuesday,Sep,15,2015,400,Sep,19,2015,RAPE,FELONY,D,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
1288,2.01509E+14,9/15/2015,Tuesday,Sep,15,2015,400,Sep,15,2015,RAPE,FELONY,H,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
1289,2.01506E+14,9/15/2015,Tuesday,Sep,15,2015,1700,Sep,15,2015,RAPE,FELONY,,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
1290,2.01504E+14,9/15/2015,Tuesday,Sep,15,2015,2200,Sep,16,2015,RAPE,FELONY,C,26,Manhattan,NYPD,996241,236149,40.81485029,-73.95668185
1291,2.01505E+14,9/16/2015,Wednesday,Sep,16,2015,300,Sep,16,2015,RAPE,FELONY,C,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
1292,2.01508E+14,9/16/2015,Wednesday,Sep,16,2015,1100,Sep,16,2015,RAPE,FELONY,B,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
1293,2.01502E+14,9/16/2015,Wednesday,Sep,16,2015,1800,Sep,17,2015,RAPE,FELONY,G,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
1294,2.01504E+14,9/17/2015,Thursday,Sep,17,2015,100,Sep,17,2015,RAPE,FELONY,A,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
1295,2.01504E+14,9/17/2015,Thursday,Sep,17,2015,400,Sep,18,2015,RAPE,FELONY,A,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
1296,2.01503E+14,9/17/2015,Thursday,Sep,17,2015,400,Sep,18,2015,RAPE,FELONY,I,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
1297,2.01503E+14,9/17/2015,Thursday,Sep,17,2015,400,Sep,17,2015,RAPE,FELONY,E,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
1298,2.01506E+14,9/17/2015,Thursday,Sep,17,2015,900,Sep,25,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
1299,2.01513E+14,9/18/2015,Friday,Sep,18,2015,1700,Sep,19,2015,RAPE,FELONY,E,121,Staten Island,NYPD,942428,166536,40.62368882,-74.15065813
1300,2.01511E+14,9/18/2015,Friday,Sep,18,2015,2200,Sep,20,2015,RAPE,FELONY,C,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
1301,2.01505E+14,9/18/2015,Friday,Sep,18,2015,2300,Sep,22,2015,RAPE,FELONY,K,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
1302,2.01509E+14,9/19/2015,Saturday,Sep,19,2015,0,Sep,19,2015,RAPE,FELONY,H,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
1303,2.01509E+14,9/19/2015,Saturday,Sep,19,2015,100,Sep,19,2015,RAPE,FELONY,J,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
1304,2.01508E+14,9/19/2015,Saturday,Sep,19,2015,200,Sep,21,2015,RAPE,FELONY,G,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
1305,2.0151E+14,9/19/2015,Saturday,Sep,19,2015,300,Sep,20,2015,RAPE,FELONY,B,94,Brooklyn,NYPD,997313,204100,40.72688262,-73.95287135
1306,2.01502E+14,9/19/2015,Saturday,Sep,19,2015,400,Sep,19,2015,RAPE,FELONY,B,6,Manhattan,NYPD,982752,206772,40.73422613,-74.00540669
1307,2.01508E+14,9/19/2015,Saturday,Sep,19,2015,1700,Sep,19,2015,RAPE,FELONY,B,72,Brooklyn,NYPD,983964,179071,40.65819343,-74.00103224
1308,2.01511E+14,9/19/2015,Saturday,Sep,19,2015,2100,Sep,20,2015,RAPE,FELONY,C,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
1309,2.01503E+14,9/20/2015,Sunday,Sep,20,2015,0,Sep,20,2015,RAPE,FELONY,I,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
1310,2.01504E+14,9/20/2015,Sunday,Sep,20,2015,400,Sep,20,2015,RAPE,FELONY,D,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
1311,2.01511E+14,9/20/2015,Sunday,Sep,20,2015,600,Sep,20,2015,RAPE,FELONY,A,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
1312,2.01505E+14,9/20/2015,Sunday,Sep,20,2015,1200,Sep,22,2015,RAPE,FELONY,F,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
1313,2.01502E+14,9/20/2015,Sunday,Sep,20,2015,1700,Sep,21,2015,RAPE,FELONY,I,13,Manhattan,NYPD,988874,207673,40.73669807,-73.98331603
1314,2.0151E+14,9/20/2015,Sunday,Sep,20,2015,1900,Sep,21,2015,RAPE,FELONY,G,88,Brooklyn,NYPD,995188,190691,40.69008097,-73.96055993
1315,2.01502E+14,9/20/2015,Sunday,Sep,20,2015,2000,Sep,21,2015,RAPE,FELONY,E,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
1316,2.01508E+14,9/20/2015,Sunday,Sep,20,2015,2000,Sep,22,2015,RAPE,FELONY,E,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
1317,2.01506E+14,9/20/2015,Sunday,Sep,20,2015,2200,Sep,29,2015,RAPE,FELONY,H,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
1318,2.01509E+14,9/21/2015,Monday,Sep,21,2015,2100,Sep,23,2015,RAPE,FELONY,H,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
1319,2.01508E+14,9/22/2015,Tuesday,Sep,22,2015,100,Sep,22,2015,RAPE,FELONY,G,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
1320,2.01513E+14,9/22/2015,Tuesday,Sep,22,2015,300,Sep,25,2015,RAPE,FELONY,C,120,Staten Island,NYPD-HOUSING BUREAU,962748,174174,40.64472613,-74.07748316
1321,2.01512E+14,9/22/2015,Tuesday,Sep,22,2015,800,Sep,22,2015,RAPE,FELONY,B,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
1322,2.01511E+14,9/23/2015,Wednesday,Sep,23,2015,0,Sep,27,2015,RAPE,FELONY,H,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
1323,2.01503E+14,9/24/2015,Thursday,Sep,24,2015,1100,Sep,24,2015,RAPE,FELONY,I,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
1324,2.01502E+14,9/24/2015,Thursday,Sep,24,2015,2100,Sep,29,2015,RAPE,FELONY,E,6,Manhattan,NYPD,982752,206772,40.73422613,-74.00540669
1325,2.01508E+14,9/25/2015,Friday,Sep,25,2015,0,Sep,30,2015,RAPE,FELONY,E,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
1326,2.01509E+14,9/25/2015,Friday,Sep,25,2015,900,Sep,25,2015,RAPE,FELONY,B,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
1327,2.01504E+14,9/25/2015,Friday,Sep,25,2015,1900,Sep,27,2015,RAPE,FELONY,B,28,Manhattan,NYPD,997376,233927,40.8087499,-73.95258581
1328,2.01505E+14,9/25/2015,Friday,Sep,25,2015,2000,Sep,27,2015,RAPE,FELONY,E,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
1329,2.01504E+14,9/26/2015,Saturday,Sep,26,2015,0,Sep,30,2015,RAPE,FELONY,C,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
1330,2.01504E+14,9/26/2015,Saturday,Sep,26,2015,600,Sep,26,2015,RAPE,FELONY,D,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
1331,2.01502E+14,9/26/2015,Saturday,Sep,26,2015,1600,Sep,26,2015,RAPE,FELONY,B,6,Manhattan,NYPD,982752,206772,40.73422613,-74.00540669
1332,2.01505E+14,9/26/2015,Saturday,Sep,26,2015,1900,Sep,27,2015,RAPE,FELONY,D,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
1333,2.01502E+14,9/26/2015,Saturday,Sep,26,2015,2200,Sep,27,2015,RAPE,FELONY,D,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
1334,2.01512E+14,9/27/2015,Sunday,Sep,27,2015,400,Sep,27,2015,RAPE,FELONY,C,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
1335,2.01512E+14,9/28/2015,Monday,Sep,28,2015,0,Sep,29,2015,RAPE,FELONY,J,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
1336,2.01504E+14,9/29/2015,Tuesday,Sep,29,2015,2300,Sep,30,2015,RAPE,FELONY,D,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
1337,2.01508E+14,9/30/2015,Wednesday,Sep,30,2015,200,Sep,30,2015,RAPE,FELONY,K,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
1338,2.01505E+14,5/11/2005,Wednesday,May,11,2005,900,May,11,2015,ROBBERY,FELONY,I,40,Bronx,NYPD,1005664,234188,40.80945008,-73.92264587
1339,2.01506E+14,3/15/2010,Monday,Mar,15,2010,2000,Mar,15,2015,ROBBERY,FELONY,B,52,Bronx,NYPD,1011095,253283,40.86184548,-73.9029506
1340,2.01509E+14,9/9/2010,Thursday,Sep,9,2010,1700,Sep,9,2015,ROBBERY,FELONY,F,77,Brooklyn,NYPD,997995,183528,40.67041625,-73.95045274
1341,2.0151E+14,5/13/2013,Monday,May,13,2013,1800,May,13,2015,ROBBERY,FELONY,D,90,Brooklyn,NYPD,998057,195965,40.70455287,-73.95020375
1342,2.01506E+14,11/10/2013,Sunday,Nov,10,2013,1800,Jan,20,2015,ROBBERY,FELONY,C,52,Bronx,NYPD,1011773,254469,40.8650986,-73.90049461
1343,2.01505E+14,1/3/2014,Friday,Jan,3,2014,2100,Jan,4,2015,ROBBERY,FELONY,J,44,Bronx,NYPD,1008823,243401,40.83472893,-73.91120062
1344,2.01512E+14,1/6/2014,Monday,Jan,6,2014,1400,Jan,6,2015,ROBBERY,FELONY,I,110,Queens,NYPD,1021395,207795,40.73695614,-73.86596541
1345,2.01502E+14,1/10/2014,Friday,Jan,10,2014,2300,Jan,11,2015,ROBBERY,FELONY,A,7,Manhattan,NYPD-HOUSING BUREAU,987063,198657,40.71195209,-73.98985468
1346,2.01505E+14,1/13/2014,Monday,Jan,13,2014,2100,Jan,14,2015,ROBBERY,FELONY,C,41,Bronx,NYPD,1015333,236420,40.81554757,-73.88770742
1347,2.01505E+14,1/14/2014,Tuesday,Jan,14,2014,1700,Jan,15,2015,ROBBERY,FELONY,P,44,Bronx,NYPD,1007174,243527,40.83507919,-73.91715927
1348,2.01504E+14,2/3/2014,Monday,Feb,3,2014,2000,Feb,4,2015,ROBBERY,FELONY,F,32,Manhattan,NYPD,1001124,237707,40.81911859,-73.93903724
1349,2.01506E+14,2/14/2014,Friday,Feb,14,2014,1200,Feb,14,2015,ROBBERY,FELONY,D,48,Bronx,NYPD,1015202,245282,40.83987167,-73.88813981
1350,2.01506E+14,2/14/2014,Friday,Feb,14,2014,2100,Feb,14,2015,ROBBERY,FELONY,H,52,Bronx,NYPD,1014604,256962,40.87193184,-73.89024811
1351,2.01511E+14,2/25/2014,Tuesday,Feb,25,2014,2100,Feb,26,2015,ROBBERY,FELONY,H,103,Queens,NYPD,1042202,193538,40.69771234,-73.79100727
1352,2.01502E+14,2/27/2014,Thursday,Feb,27,2014,2300,Feb,28,2015,ROBBERY,FELONY,E,13,Manhattan,NYPD,987011,208202,40.73815082,-73.99003833
1353,2.01502E+14,5/30/2014,Friday,May,30,2014,600,Apr,27,2015,ROBBERY,FELONY,B,9,Manhattan,NYPD-HOUSING BUREAU,990398,204361,40.72760651,-73.97781979
1354,2.01505E+14,6/23/2014,Monday,Jun,23,2014,500,Jun,29,2015,ROBBERY,FELONY,C,40,Bronx,NYPD,1006883,234119,40.80925765,-73.91824261
1355,2.01505E+14,6/24/2014,Tuesday,Jun,24,2014,500,Jun,29,2015,ROBBERY,FELONY,A,40,Bronx,NYPD,1007921,232776,40.80556877,-73.9144977
1356,2.01505E+14,6/29/2014,Sunday,Jun,29,2014,300,Jul,13,2015,ROBBERY,FELONY,B,40,Bronx,NYPD,1009673,235504,40.8130515,-73.90815884
1357,2.01505E+14,7/3/2014,Thursday,Jul,3,2014,1200,Jul,4,2015,ROBBERY,FELONY,U,44,Bronx,NYPD,1010049,246653,40.84365122,-73.90675765
1358,2.01511E+14,7/7/2014,Monday,Jul,7,2014,1300,Sep,28,2015,ROBBERY,FELONY,B,105,Queens,NYPD,1056999,181649,40.66497061,-73.73777301
1359,2.01505E+14,7/19/2014,Saturday,Jul,19,2014,2300,Jun,29,2015,ROBBERY,FELONY,F,40,Bronx,NYPD,1007034,236608,40.81608887,-73.91768869
1360,2.01509E+14,7/25/2014,Friday,Jul,25,2014,200,Jul,25,2015,ROBBERY,FELONY,E,77,Brooklyn,NYPD,998085,184788,40.67387453,-73.95012571
1361,2.01505E+14,7/29/2014,Tuesday,Jul,29,2014,700,Jan,14,2015,ROBBERY,FELONY,J,44,Bronx,NYPD,1008562,242817,40.83312674,-73.91214592
