OBJECTID,Identifier,OccurrenceDate,DayofWeek,OccurrenceMonth,OccurrenceDay,OccurrenceYear,OccurrenceHour,CompStatMonth,CompStatDay,CompStatYear,Offense,OffenseClassification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Latitude,Longitude
390,2.01505E+14,3/15/2014,Saturday,Mar,15,2014,0,Mar,24,2015,RAPE,FELONY,H,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
391,2.01502E+14,3/20/2014,Thursday,Mar,20,2014,2000,Mar,27,2015,RAPE,FELONY,H,14,Manhattan,NYPD,985679,213954,40.75393894,-73.99484366
392,2.01508E+14,4/1/2014,Tuesday,Apr,1,2014,0,Feb,6,2015,RAPE,FELONY,D,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
393,2.01509E+14,4/1/2014,Tuesday,Apr,1,2014,0,May,26,2015,RAPE,FELONY,B,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
394,2.01511E+14,4/1/2014,Tuesday,Apr,1,2014,800,Jan,14,2015,RAPE,FELONY,G,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
395,2.01506E+14,4/1/2014,Tuesday,Apr,1,2014,1200,Jul,16,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
396,2.01503E+14,4/7/2014,Monday,Apr,7,2014,1300,Sep,21,2015,RAPE,FELONY,G,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
397,2.01508E+14,4/25/2014,Friday,Apr,25,2014,1400,Jun,23,2015,RAPE,FELONY,D,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
398,2.01505E+14,5/1/2014,Thursday,May,1,2014,1200,Jan,17,2015,RAPE,FELONY,E,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
399,2.01512E+14,5/1/2014,Thursday,May,1,2014,1600,May,7,2015,RAPE,FELONY,G,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
400,2.01507E+14,5/5/2014,Monday,May,5,2014,1400,Jun,5,2015,RAPE,FELONY,H,61,Brooklyn,NYPD,995244,155739,40.59414517,-73.96041495
401,2.01504E+14,5/10/2014,Saturday,May,10,2014,2100,Jan,11,2015,RAPE,FELONY,A,28,Manhattan,NYPD-HOUSING BUREAU,997376,233927,40.8087499,-73.95258581
402,2.01512E+14,6/1/2014,Sunday,Jun,1,2014,0,Jun,3,2015,RAPE,FELONY,H,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
403,2.01508E+14,6/1/2014,Sunday,Jun,1,2014,0,Feb,11,2015,RAPE,FELONY,D,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
404,2.01511E+14,6/1/2014,Sunday,Jun,1,2014,800,Aug,17,2015,RAPE,FELONY,A,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
405,2.01512E+14,6/3/2014,Tuesday,Jun,3,2014,1400,Mar,16,2015,RAPE,FELONY,H,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
406,2.01506E+14,6/4/2014,Wednesday,Jun,4,2014,0,Mar,24,2015,RAPE,FELONY,E,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
407,2.01511E+14,6/5/2014,Thursday,Jun,5,2014,1100,Jan,5,2015,RAPE,FELONY,B,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
408,2.01504E+14,6/13/2014,Friday,Jun,13,2014,0,Apr,22,2015,RAPE,FELONY,I,28,Manhattan,NYPD,997376,233927,40.8087499,-73.95258581
409,2.01406E+14,6/25/2014,Wednesday,Jun,25,2014,0,Jan,1,2015,RAPE,FELONY,G,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
410,2.01504E+14,7/1/2014,Tuesday,Jul,1,2014,0,Mar,31,2015,RAPE,FELONY,B,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
411,2.01503E+14,7/3/2014,Thursday,Jul,3,2014,0,Apr,30,2015,RAPE,FELONY,C,24,Manhattan,NYPD,993336,229488,40.79657114,-73.96718569
412,2.01505E+14,7/4/2014,Friday,Jul,4,2014,1200,May,24,2015,RAPE,FELONY,H,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
413,2.01509E+14,7/8/2014,Tuesday,Jul,8,2014,0,Jul,8,2015,RAPE,FELONY,C,78,Brooklyn,NYPD-HOUSING BUREAU,991374,187228,40.68057972,-73.97431656
414,2.01503E+14,7/9/2014,Wednesday,Jul,9,2014,0,Aug,15,2015,RAPE,FELONY,B,24,Manhattan,NYPD-HOUSING BUREAU,993336,229488,40.79657114,-73.96718569
415,2.01503E+14,7/20/2014,Sunday,Jul,20,2014,1300,Jan,14,2015,RAPE,FELONY,H,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
416,2.01504E+14,7/28/2014,Monday,Jul,28,2014,2200,Apr,1,2015,RAPE,FELONY,F,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
417,2.01509E+14,8/1/2014,Friday,Aug,1,2014,0,Sep,9,2015,RAPE,FELONY,B,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
418,2.0151E+14,8/1/2014,Friday,Aug,1,2014,1500,Jun,8,2015,RAPE,FELONY,H,90,Brooklyn,NYPD-HOUSING BUREAU,997843,196573,40.70622201,-73.95097436
419,2.01513E+14,8/1/2014,Friday,Aug,1,2014,1900,Jul,16,2015,RAPE,FELONY,H,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
420,2.01509E+14,8/1/2014,Friday,Aug,1,2014,2000,Mar,11,2015,RAPE,FELONY,A,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
421,2.01506E+14,8/5/2014,Tuesday,Aug,5,2014,800,Apr,8,2015,RAPE,FELONY,D,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
422,2.01508E+14,8/6/2014,Wednesday,Aug,6,2014,1900,Feb,12,2015,RAPE,FELONY,B,69,Brooklyn,NYPD-HOUSING BUREAU,1010641,175525,40.64842112,-73.90489711
423,2.01509E+14,8/7/2014,Thursday,Aug,7,2014,1800,Jul,28,2015,RAPE,FELONY,J,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
424,2.01512E+14,8/11/2014,Monday,Aug,11,2014,0,Feb,28,2015,RAPE,FELONY,B,107,Queens,NYPD,1036790,205267,40.72993936,-73.81043314
425,2.01512E+14,8/20/2014,Wednesday,Aug,20,2014,100,Mar,24,2015,RAPE,FELONY,F,111,Queens,NYPD,1048565,216315,40.76018548,-73.76784259
426,2.01512E+14,8/24/2014,Sunday,Aug,24,2014,2100,Aug,6,2015,RAPE,FELONY,I,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
427,2.01501E+14,8/29/2014,Friday,Aug,29,2014,0,Jul,14,2015,RAPE,FELONY,E,5,Manhattan,NYPD,984946,200203,40.71619591,-73.99749075
428,2.01506E+14,8/31/2014,Sunday,Aug,31,2014,900,Apr,30,2015,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
429,2.01504E+14,9/1/2014,Monday,Sep,1,2014,0,Sep,11,2015,RAPE,FELONY,D,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
430,2.01503E+14,9/1/2014,Monday,Sep,1,2014,0,Mar,12,2015,RAPE,FELONY,C,23,Manhattan,NYPD-HOUSING BUREAU,998730,226827,40.78926022,-73.94771
431,2.01505E+14,9/1/2014,Monday,Sep,1,2014,1700,May,31,2015,RAPE,FELONY,J,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
432,2.01505E+14,9/10/2014,Wednesday,Sep,10,2014,1600,Mar,9,2015,RAPE,FELONY,T,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
433,2.01505E+14,9/15/2014,Monday,Sep,15,2014,2000,Feb,5,2015,RAPE,FELONY,G,42,Bronx,NYPD-HOUSING BUREAU,1008798,238971,40.82256992,-73.91130717
434,2.01504E+14,9/17/2014,Wednesday,Sep,17,2014,2000,Jul,3,2015,RAPE,FELONY,C,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
435,2.01405E+14,9/18/2014,Thursday,Sep,18,2014,1500,Jan,6,2015,RAPE,FELONY,K,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
436,2.01509E+14,9/23/2014,Tuesday,Sep,23,2014,1900,Feb,18,2015,RAPE,FELONY,H,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
437,2.01506E+14,9/25/2014,Thursday,Sep,25,2014,2000,Jun,30,2015,RAPE,FELONY,E,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
438,2.01503E+14,10/1/2014,Wednesday,Oct,1,2014,0,Jul,19,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
439,2.01505E+14,10/1/2014,Wednesday,Oct,1,2014,0,Aug,3,2015,RAPE,FELONY,B,45,Bronx,NYPD,1032047,242037,40.83088999,-73.82728462
440,2.01504E+14,10/1/2014,Wednesday,Oct,1,2014,0,Sep,3,2015,RAPE,FELONY,B,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
441,2.01504E+14,10/1/2014,Wednesday,Oct,1,2014,0,Jan,15,2015,RAPE,FELONY,A,34,Manhattan,NYPD,1002106,249501,40.85148777,-73.93545797
442,2.01506E+14,10/1/2014,Wednesday,Oct,1,2014,0,Mar,28,2015,RAPE,FELONY,H,49,Bronx,NYPD-HOUSING BUREAU,1027295,251236,40.85616296,-73.84439712
443,2.01512E+14,10/1/2014,Wednesday,Oct,1,2014,1200,May,11,2015,RAPE,FELONY,A,112,Queens,NYPD,1025420,202485,40.72236369,-73.85147389
444,2.01513E+14,10/1/2014,Wednesday,Oct,1,2014,1200,Jun,13,2015,RAPE,FELONY,D,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
445,2.01508E+14,10/1/2014,Wednesday,Oct,1,2014,1600,Jan,29,2015,RAPE,FELONY,G,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
446,2.01508E+14,10/9/2014,Thursday,Oct,9,2014,0,Sep,7,2015,RAPE,FELONY,F,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
447,2.01507E+14,10/13/2014,Monday,Oct,13,2014,1200,Feb,6,2015,RAPE,FELONY,B,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
448,2.01506E+14,10/18/2014,Saturday,Oct,18,2014,1900,Jan,8,2015,RAPE,FELONY,G,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
449,2.01512E+14,10/28/2014,Tuesday,Oct,28,2014,0,Feb,24,2015,RAPE,FELONY,G,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
450,2.01512E+14,10/29/2014,Wednesday,Oct,29,2014,1300,Apr,14,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
451,2.01508E+14,11/1/2014,Saturday,Nov,1,2014,2200,Mar,5,2015,RAPE,FELONY,G,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
452,2.01506E+14,11/1/2014,Saturday,Nov,1,2014,0,Feb,4,2015,RAPE,FELONY,C,46,Bronx,NYPD,1011881,250411,40.85396027,-73.90012088
453,2.01508E+14,11/1/2014,Saturday,Nov,1,2014,0,Jan,7,2015,RAPE,FELONY,H,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
454,2.01505E+14,11/1/2014,Saturday,Nov,1,2014,0,Apr,1,2015,RAPE,FELONY,G,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
455,2.01509E+14,11/1/2014,Saturday,Nov,1,2014,0,Apr,4,2015,RAPE,FELONY,D,84,Brooklyn,NYPD-HOUSING BUREAU,989013,192652,40.69546894,-73.98282508
456,2.01506E+14,11/1/2014,Saturday,Nov,1,2014,500,Feb,22,2015,RAPE,FELONY,A,50,Bronx,NYPD,1011257,261130,40.88338258,-73.90233331
457,2.01505E+14,11/1/2014,Saturday,Nov,1,2014,1600,Jan,19,2015,RAPE,FELONY,A,43,Bronx,NYPD-HOUSING BUREAU,1020316,239179,40.8231013,-73.86969046
458,2.01513E+14,11/1/2014,Saturday,Nov,1,2014,1800,Mar,7,2015,RAPE,FELONY,M,122,Staten Island,NYPD-HOUSING BUREAU,954943,148360,40.57384965,-74.10549616
459,2.01502E+14,11/3/2014,Monday,Nov,3,2014,0,Feb,3,2015,RAPE,FELONY,A,7,Manhattan,NYPD,988708,200317,40.71650772,-73.9839199
460,2.01506E+14,11/3/2014,Monday,Nov,3,2014,0,Jan,3,2015,RAPE,FELONY,B,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
461,2.01506E+14,11/11/2014,Tuesday,Nov,11,2014,0,Feb,7,2015,RAPE,FELONY,E,49,Bronx,NYPD,1027295,251236,40.85616296,-73.84439712
462,2.01508E+14,11/12/2014,Wednesday,Nov,12,2014,1700,Jan,12,2015,RAPE,FELONY,C,68,Brooklyn,NYPD,978016,172087,40.63902167,-74.02246352
463,2.01504E+14,11/12/2014,Wednesday,Nov,12,2014,2200,Jan,29,2015,RAPE,FELONY,P,32,Manhattan,NYPD-HOUSING BUREAU,999358,236472,40.81573205,-73.94542041
464,2.01502E+14,11/16/2014,Sunday,Nov,16,2014,0,Feb,18,2015,RAPE,FELONY,A,9,Manhattan,NYPD,987624,203977,40.72655402,-73.98782843
465,2.01504E+14,11/20/2014,Thursday,Nov,20,2014,700,Jan,6,2015,RAPE,FELONY,A,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
466,2.01508E+14,11/20/2014,Thursday,Nov,20,2014,900,Feb,10,2015,RAPE,FELONY,B,71,Brooklyn,NYPD,998749,181383,40.6645275,-73.94773929
467,2.01503E+14,11/24/2014,Monday,Nov,24,2014,1700,Jan,23,2015,RAPE,FELONY,C,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
468,2.01509E+14,11/25/2014,Tuesday,Nov,25,2014,0,Mar,14,2015,RAPE,FELONY,A,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
469,2.01508E+14,11/27/2014,Thursday,Nov,27,2014,0,Feb,23,2015,RAPE,FELONY,H,73,Brooklyn,NYPD,1008276,183623,40.67065507,-73.91339092
470,2.01508E+14,11/27/2014,Thursday,Nov,27,2014,1900,Jan,30,2015,RAPE,FELONY,F,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
471,2.01505E+14,12/1/2014,Monday,Dec,1,2014,0,Sep,24,2015,RAPE,FELONY,I,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
472,2.01508E+14,12/1/2014,Monday,Dec,1,2014,0,Jun,2,2015,RAPE,FELONY,G,75,Brooklyn,NYPD-HOUSING BUREAU,1017141,183798,40.67110691,-73.88143296
473,2.01505E+14,12/1/2014,Monday,Dec,1,2014,2200,Mar,14,2015,RAPE,FELONY,F,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
474,2.01508E+14,12/1/2014,Monday,Dec,1,2014,2200,Jan,25,2015,RAPE,FELONY,H,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
475,2.01506E+14,12/2/2014,Tuesday,Dec,2,2014,800,Jan,14,2015,RAPE,FELONY,D,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
476,2.01505E+14,12/11/2014,Thursday,Dec,11,2014,1200,Jan,13,2015,RAPE,FELONY,E,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
477,2.01507E+14,12/17/2014,Wednesday,Dec,17,2014,1500,Jan,7,2015,RAPE,FELONY,A,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
478,2.01503E+14,12/17/2014,Wednesday,Dec,17,2014,1600,Mar,30,2015,RAPE,FELONY,C,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
479,2.01512E+14,12/19/2014,Friday,Dec,19,2014,0,Apr,22,2015,RAPE,FELONY,D,109,Queens,NYPD,1032198,217060,40.76233422,-73.82691731
480,2.01507E+14,12/20/2014,Saturday,Dec,20,2014,2100,Jan,8,2015,RAPE,FELONY,A,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
481,2.01509E+14,12/20/2014,Saturday,Dec,20,2014,2100,Jan,5,2015,RAPE,FELONY,J,81,Brooklyn,NYPD,1005218,190528,40.6896155,-73.92439311
482,2.01509E+14,12/21/2014,Sunday,Dec,21,2014,2200,Feb,2,2015,RAPE,FELONY,D,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
483,2.01509E+14,12/22/2014,Monday,Dec,22,2014,2200,Jan,2,2015,RAPE,FELONY,I,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
484,2.01511E+14,12/23/2014,Tuesday,Dec,23,2014,1800,May,18,2015,RAPE,FELONY,K,105,Queens,NYPD,1057636,203954,40.72618713,-73.7352339
485,2.01507E+14,12/24/2014,Wednesday,Dec,24,2014,2300,Jan,18,2015,RAPE,FELONY,C,62,Brooklyn,NYPD,983393,158818,40.60260318,-74.00308766
486,2.01506E+14,12/25/2014,Thursday,Dec,25,2014,0,Apr,23,2015,RAPE,FELONY,B,48,Bronx,NYPD,1011779,246746,40.84390126,-73.90050463
487,2.01505E+14,12/26/2014,Friday,Dec,26,2014,0,Aug,8,2015,RAPE,FELONY,K,45,Bronx,NYPD,1032047,242037,40.83088999,-73.82728462
488,2.01503E+14,12/26/2014,Friday,Dec,26,2014,500,Jan,2,2015,RAPE,FELONY,I,19,Manhattan,NYPD,994276,218779,40.76717676,-73.96380668
489,2.01508E+14,12/28/2014,Sunday,Dec,28,2014,100,Jan,3,2015,RAPE,FELONY,G,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
490,2.01508E+14,12/29/2014,Monday,Dec,29,2014,1600,Jan,21,2015,RAPE,FELONY,,75,Brooklyn,NYPD,1017141,183798,40.67110691,-73.88143296
491,2.01512E+14,12/30/2014,Tuesday,Dec,30,2014,1200,Jan,28,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
492,2.01511E+14,12/31/2014,Wednesday,Dec,31,2014,1500,Jan,1,2015,RAPE,FELONY,B,102,Queens,NYPD,1030954,193887,40.69873677,-73.83156877
493,2.01507E+14,1/1/2015,Thursday,Jan,1,2015,0,Jul,18,2015,RAPE,FELONY,I,60,Brooklyn,NYPD-HOUSING BUREAU,990922,149184,40.5761573,-73.9759838
494,2.01512E+14,1/1/2015,Thursday,Jan,1,2015,0,May,23,2015,RAPE,FELONY,G,111,Queens,NYPD,1048565,216315,40.76018548,-73.76784259
495,2.01513E+14,1/1/2015,Thursday,Jan,1,2015,0,Jul,16,2015,RAPE,FELONY,H,120,Staten Island,NYPD,962748,174174,40.64472613,-74.07748316
496,2.01503E+14,1/1/2015,Thursday,Jan,1,2015,0,Aug,26,2015,RAPE,FELONY,B,25,Manhattan,NYPD,1000555,230994,40.80069433,-73.94110929
497,2.01507E+14,1/1/2015,Thursday,Jan,1,2015,0,Sep,18,2015,RAPE,FELONY,G,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
498,2.01506E+14,1/1/2015,Thursday,Jan,1,2015,0,Feb,7,2015,RAPE,FELONY,D,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
499,2.01507E+14,1/1/2015,Thursday,Jan,1,2015,0,Mar,9,2015,RAPE,FELONY,F,60,Brooklyn,NYPD,990922,149184,40.5761573,-73.9759838
500,2.01512E+14,1/1/2015,Thursday,Jan,1,2015,0,Jan,14,2015,RAPE,FELONY,A,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
501,2.01509E+14,1/1/2015,Thursday,Jan,1,2015,0,Apr,9,2015,RAPE,FELONY,C,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
502,2.01509E+14,1/1/2015,Thursday,Jan,1,2015,0,May,23,2015,RAPE,FELONY,I,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
503,2.01512E+14,1/1/2015,Thursday,Jan,1,2015,0,Jun,24,2015,RAPE,FELONY,B,108,Queens,NYPD,996793,210001,40.74308017,-73.95473646
504,2.01508E+14,1/1/2015,Thursday,Jan,1,2015,0,Jul,30,2015,RAPE,FELONY,B,67,Brooklyn,NYPD,998032,175598,40.64865009,-73.95033556
505,2.01506E+14,1/1/2015,Thursday,Jan,1,2015,100,Jan,1,2015,RAPE,FELONY,J,52,Bronx,NYPD,1017542,255919,40.86905853,-73.87963015
506,2.01509E+14,1/1/2015,Thursday,Jan,1,2015,100,Jan,1,2015,RAPE,FELONY,D,83,Brooklyn,NYPD,1006965,193571,40.69796352,-73.91808336
507,2.01509E+14,1/1/2015,Thursday,Jan,1,2015,400,Feb,18,2015,RAPE,FELONY,I,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
508,2.01511E+14,1/1/2015,Thursday,Jan,1,2015,500,Jan,1,2015,RAPE,FELONY,B,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
509,2.01511E+14,1/1/2015,Thursday,Jan,1,2015,800,Aug,3,2015,RAPE,FELONY,H,103,Queens,NYPD,1041749,196938,40.70704748,-73.7926119
510,2.01512E+14,1/1/2015,Thursday,Jan,1,2015,800,Jan,1,2015,RAPE,FELONY,,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
511,2.0151E+14,1/1/2015,Thursday,Jan,1,2015,800,Jan,1,2015,RAPE,FELONY,J,88,Brooklyn,NYPD-HOUSING BUREAU,995188,190691,40.69008097,-73.96055993
512,2.01512E+14,1/1/2015,Thursday,Jan,1,2015,1900,Jan,1,2015,RAPE,FELONY,H,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
513,2.01505E+14,1/2/2015,Friday,Jan,2,2015,0,Jan,13,2015,RAPE,FELONY,U,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
514,2.01511E+14,1/2/2015,Friday,Jan,2,2015,1000,Feb,10,2015,RAPE,FELONY,B,104,Queens,NYPD,1013764,195875,40.70426739,-73.89355376
515,2.01508E+14,1/2/2015,Friday,Jan,2,2015,1800,Jan,2,2015,RAPE,FELONY,I,73,Brooklyn,NYPD-HOUSING BUREAU,1008276,183623,40.67065507,-73.91339092
516,2.01501E+14,1/3/2015,Saturday,Jan,3,2015,400,Jan,3,2015,RAPE,FELONY,D,5,Manhattan,NYPD,984946,200203,40.71619591,-73.99749075
517,2.01505E+14,1/3/2015,Saturday,Jan,3,2015,500,Jan,3,2015,RAPE,FELONY,J,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
518,2.01512E+14,1/3/2015,Saturday,Jan,3,2015,1400,Mar,9,2015,RAPE,FELONY,K,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
519,2.01506E+14,1/5/2015,Monday,Jan,5,2015,200,Jan,6,2015,RAPE,FELONY,B,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
520,2.01509E+14,1/6/2015,Tuesday,Jan,6,2015,0,Jan,7,2015,RAPE,FELONY,D,79,Brooklyn,NYPD,999634,190253,40.68887215,-73.94452903
521,2.01508E+14,1/6/2015,Tuesday,Jan,6,2015,900,Jan,7,2015,RAPE,FELONY,I,70,Brooklyn,NYPD,991547,168934,40.63036655,-73.97371261
522,2.0151E+14,1/6/2015,Tuesday,Jan,6,2015,1300,Feb,11,2015,RAPE,FELONY,I,90,Brooklyn,NYPD,997843,196573,40.70622201,-73.95097436
523,2.01504E+14,1/6/2015,Tuesday,Jan,6,2015,1700,Jan,6,2015,RAPE,FELONY,G,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
524,2.01505E+14,1/7/2015,Wednesday,Jan,7,2015,0,Jun,2,2015,RAPE,FELONY,E,43,Bronx,NYPD,1020316,239179,40.8231013,-73.86969046
525,2.01505E+14,1/8/2015,Thursday,Jan,8,2015,1600,Jan,9,2015,RAPE,FELONY,H,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
526,2.01504E+14,1/8/2015,Thursday,Jan,8,2015,1900,Jan,9,2015,RAPE,FELONY,N,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
527,2.01512E+14,1/9/2015,Friday,Jan,9,2015,0,Feb,9,2015,RAPE,FELONY,C,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
528,2.01509E+14,1/9/2015,Friday,Jan,9,2015,100,Jan,11,2015,RAPE,FELONY,A,84,Brooklyn,NYPD,989013,192652,40.69546894,-73.98282508
529,2.01508E+14,1/9/2015,Friday,Jan,9,2015,300,Jan,11,2015,RAPE,FELONY,J,66,Brooklyn,NYPD,986633,167258,40.62576896,-73.99141682
530,2.01504E+14,1/9/2015,Friday,Jan,9,2015,2200,Jan,10,2015,RAPE,FELONY,C,30,Manhattan,NYPD,999794,241252,40.82885105,-73.94383419
531,2.01512E+14,1/9/2015,Friday,Jan,9,2015,2300,Jan,12,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
532,2.01509E+14,1/10/2015,Saturday,Jan,10,2015,0,Jan,10,2015,RAPE,FELONY,G,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
533,2.01505E+14,1/10/2015,Saturday,Jan,10,2015,100,Jan,10,2015,RAPE,FELONY,D,40,Bronx,NYPD,1004926,234532,40.81039602,-73.92531074
534,2.01512E+14,1/10/2015,Saturday,Jan,10,2015,200,Jan,10,2015,RAPE,FELONY,B,113,Queens,NYPD,1046367,186986,40.67970041,-73.77604737
535,2.01505E+14,1/10/2015,Saturday,Jan,10,2015,1000,Jan,10,2015,RAPE,FELONY,P,44,Bronx,NYPD,1006434,244344,40.83732351,-73.91983076
536,2.01504E+14,1/11/2015,Sunday,Jan,11,2015,1100,Feb,28,2015,RAPE,FELONY,A,33,Manhattan,NYPD,1001936,245282,40.8399082,-73.93608359
537,2.01509E+14,1/11/2015,Sunday,Jan,11,2015,300,Jan,12,2015,RAPE,FELONY,I,77,Brooklyn,NYPD,1003606,185050,40.67458331,-73.93022154
538,2.01511E+14,1/11/2015,Sunday,Jan,11,2015,600,Jan,11,2015,RAPE,FELONY,A,100,Queens,NYPD,1035212,152992,40.58646553,-73.81652172
539,2.01512E+14,1/11/2015,Sunday,Jan,11,2015,1500,Feb,27,2015,RAPE,FELONY,G,110,Queens,NYPD,1020255,210816,40.74525274,-73.87006287
540,2.01505E+14,1/12/2015,Monday,Jan,12,2015,0,Jan,31,2015,RAPE,FELONY,D,41,Bronx,NYPD,1013232,236725,40.81639185,-73.89529641
541,2.01506E+14,1/12/2015,Monday,Jan,12,2015,0,Feb,28,2015,RAPE,FELONY,B,47,Bronx,NYPD,1026387,262634,40.88745131,-73.84760779
542,2.01501E+14,1/14/2015,Wednesday,Jan,14,2015,200,Jan,14,2015,RAPE,FELONY,C,5,Manhattan,NYPD,984946,200203,40.71619591,-73.99749075
543,2.01512E+14,1/14/2015,Wednesday,Jan,14,2015,1900,Jan,14,2015,RAPE,FELONY,I,115,Queens,NYPD,1018699,215043,40.75686098,-73.87565666
544,2.01505E+14,1/14/2015,Wednesday,Jan,14,2015,2000,Jan,16,2015,RAPE,FELONY,E,42,Bronx,NYPD,1008798,238971,40.82256992,-73.91130717
545,2.01504E+14,1/14/2015,Wednesday,Jan,14,2015,2200,Jan,17,2015,RAPE,FELONY,A,32,Manhattan,NYPD,999358,236472,40.81573205,-73.94542041
546,2.01503E+14,1/15/2015,Thursday,Jan,15,2015,0,Jan,21,2015,RAPE,FELONY,F,18,Manhattan,NYPD,988353,217918,40.76481827,-73.98518977
