Date.Rptd,DR.NO,DATE.OCC,TIME.OCC,AREA,AREA.NAME,RD,Crm.Cd,CrmCd.Desc,Status,Status.Desc,LOCATION,Cross.Street,Location.1,Formatted Address,Zipcode
3/20/2013,132007717,3/20/2013,2015,20,Olympic,2004,997,TRAFFIC DR #,UNK,Unknown,              OXFORD,   OAKWOOD,"(34.0776, -118.308)","4650-4652 Oakwood Ave, Los Angeles, CA 90004, USA",90004
3/10/2013,130608787,3/10/2013,445,6,Hollywood,635,997,TRAFFIC DR #,UNK,Unknown,              ODIN                         ST,   CAHUENGA                     BL,"(34.1113, -118.3336)","2314 N Cahuenga Blvd, Los Angeles, CA 90068, USA",90068
12/18/2013,131820260,12/18/2013,745,18,Southeast,1839,997,TRAFFIC DR #,UNK,Unknown,              105TH                        ST,   CROESUS                      AV,"(33.9406, -118.2338)","2148 E 105th St, Los Angeles, CA 90002, USA",90002
10/18/2013,131817514,10/18/2013,1730,18,Southeast,1827,997,TRAFFIC DR #,UNK,Unknown,              101ST                        ST,   JUNIPER                      ST,"(33.9449, -118.2332)","10100-10198 Juniper St, Los Angeles, CA 90002, USA",90002
5/26/2013,130510483,5/25/2013,2000,5,Harbor,507,440,THEFT PLAIN - PETTY (UNDER $400),UNK,Unknown, 1300      W  SEPULVEDA                    BL,,"(33.8135, -118.2992)","1303 Sepulveda Blvd, Torrance, CA 90501, USA",90501
5/24/2013,131213618,5/22/2013,1145,12,77th Street,1211,997,TRAFFIC DR #,UNK,Unknown,              54TH,   CRENSHAW,"(33.9931, -118.3308)","3400 W 54th St, Los Angeles, CA 90043, USA",90043
12/31/2013,130101427,12/31/2013,1020,1,Central,176,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,  700         WALL                         ST,,"(34.0419, -118.2485)","400 E 7th St, Los Angeles, CA 90014, USA",90014
12/31/2013,130101428,12/31/2013,1550,1,Central,171,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  800      W  OLYMPIC                      BL,,"(34.045, -118.264)","1001 S Figueroa St, Los Angeles, CA 90015, USA",90015
12/31/2013,130126627,12/31/2013,200,1,Central,164,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont,  600      S  SPRING                       ST,,"(34.046, -118.2509)","548-598 S Spring St, Los Angeles, CA 90013, USA",90013
12/31/2013,130126666,12/31/2013,1320,1,Central,127,997,TRAFFIC DR #,IC,Invest Cont,              TEMPLE                       ST,   LOS ANGELES                  ST,"(34.0534, -118.2409)","198 N Los Angeles St, Los Angeles, CA 90012, USA",90012
12/31/2013,130126669,12/31/2013,1100,1,Central,156,900,VIOLATION OF COURT ORDER,IC,Invest Cont,  400      E  5TH                          ST,,"(34.0446, -118.245)","303-361 E 5th St, Los Angeles, CA 90013, USA",90013
12/31/2013,130126670,12/31/2013,1200,1,Central,159,210,ROBBERY,IC,Invest Cont,  600      S  ALAMEDA                      ST,,"(34.0382, -118.2384)","598 S Alameda St, Los Angeles, CA 90013, USA",90013
12/31/2013,130200794,12/31/2013,345,2,Rampart,261,310,BURGLARY,IC,Invest Cont,  800      S  CARONDELET                   ST,,"(34.0568, -118.2821)","749 S Carondelet St, Los Angeles, CA 90057, USA",90057
12/31/2013,130224361,12/31/2013,35,2,Rampart,249,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1300         MARYLAND                     ST,,"(34.0558, -118.2609)","1301 Maryland St, Los Angeles, CA 90017, USA",90017
12/31/2013,130224363,12/31/2013,100,2,Rampart,216,510,VEHICLE - STOLEN,IC,Invest Cont,  400         ROSENELL                     TR,,"(34.0714, -118.2715)","2330 W Temple St, Los Angeles, CA 90026, USA",90026
12/31/2013,130224364,12/31/2013,130,2,Rampart,204,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,  400      N  HOOVER                       ST,,"(34.0779, -118.2844)","Hollywood Fwy, Los Angeles, CA 90026, USA",90026
12/31/2013,130224368,12/31/2013,810,2,Rampart,236,997,TRAFFIC DR #,IC,Invest Cont,           W  TEMPLE                       ST,   BONNIE BRAE                  ST,"(34.0694, -118.2655)","1822 W Temple St, Los Angeles, CA 90026, USA",90026
12/31/2013,130224370,12/31/2013,900,2,Rampart,257,997,TRAFFIC DR #,IC,Invest Cont,              LOMA,   4TH,"(34.0582, -118.2669)","1550-1560 W 4th St, Los Angeles, CA 90017, USA",90017
12/31/2013,130224375,12/31/2013,1140,2,Rampart,221,997,TRAFFIC DR #,IC,Invest Cont,           N  VERMONT                      AV,   OAKWOOD                      AV,"(34.0777, -118.2917)","348 N Vermont Ave, Los Angeles, CA 90004, USA",90004
12/31/2013,130224378,12/31/2013,1030,2,Rampart,205,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   MICHELTORENA                 ST,"(34.0885, -118.2763)","3489 Sunset Blvd, Los Angeles, CA 90026, USA",90026
12/31/2013,130224393,12/31/2013,1400,2,Rampart,245,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              3RD                          ST,   ALVARADO                     ST,"(34.0633, -118.2738)","2123-2127 W 3rd St, Los Angeles, CA 90057, USA",90057
12/31/2013,130224399,12/31/2013,1405,2,Rampart,269,997,TRAFFIC DR #,AA,Adult Arrest,              BIXEL                        ST,   8TH                          ST,"(34.0496, -118.265)","1101-1199 W 8th St, Los Angeles, CA 90017, USA",90017
12/31/2013,130224403,12/31/2013,1430,2,Rampart,269,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1200      W  8TH                          ST,,"(34.0496, -118.2677)","801-899 Garland Ave, Los Angeles, CA 90017, USA",90017
12/31/2013,130224405,12/31/2013,2000,2,Rampart,279,210,ROBBERY,IC,Invest Cont,              VALENCIA,   OLYMPIC,"(34.0484, -118.2724)","998 Valencia St, Los Angeles, CA 90015, USA",90015
12/31/2013,130224406,12/31/2013,1900,2,Rampart,204,997,TRAFFIC DR #,IC,Invest Cont,              LUCILE                       AV,   MARATHON                     ST,"(34.0835, -118.2836)","802 1/2 Lucile Ave, Los Angeles, CA 90026, USA",90026
12/31/2013,130301190,12/31/2013,1640,3,Southwest,357,761,BRANDISH WEAPON,IC,Invest Cont,              NORMANDIE,   EXPOSITION,"(34.0182, -118.3002)","1300 Exposition Blvd, Los Angeles, CA 90018, USA",90018
12/31/2013,130301192,12/31/2013,1330,3,Southwest,357,220,ATTEMPTED ROBBERY,IC,Invest Cont, 3600      S  VERMONT                      AV,,"(34.0231, -118.2915)","1029 Childs Way, Los Angeles, CA 90089, USA",90089
12/31/2013,130326782,12/31/2013,50,3,Southwest,361,623,BATTERY POLICE,IC,Invest Cont,              NICOLET,   SANTO TOMAS,"(34.0119, -118.3516)","4094 Nicolet Ave, Los Angeles, CA 90008, USA",90008
12/31/2013,130326783,12/31/2013,50,3,Southwest,361,623,BATTERY POLICE,IC,Invest Cont,              NICOLET,   SANTO TOMAS,"(34.0119, -118.3516)","4094 Nicolet Ave, Los Angeles, CA 90008, USA",90008
12/31/2013,130326786,12/31/2013,430,3,Southwest,305,310,BURGLARY,IC,Invest Cont, 4900      W  ADAMS                        BL,,"(34.0326, -118.3471)","2543-2599 S Rimpau Blvd, Los Angeles, CA 90016, USA",90016
12/31/2013,130326787,12/31/2013,250,3,Southwest,328,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,  700      W  30TH                         ST,,"(34.0258, -118.2796)","655-699 W 30th St, Los Angeles, CA 90007, USA",90007
12/31/2013,130326795,12/31/2013,930,3,Southwest,354,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3400         4TH                          AV,,"(34.0256, -118.3212)","3248-3398 4th Ave, Los Angeles, CA 90018, USA",90018
12/31/2013,130326808,12/31/2013,1140,3,Southwest,356,997,TRAFFIC DR #,IC,Invest Cont,              37TH                         PL,   WESTERN                      AV,"(34.0194, -118.3089)","3745 S Western Ave, Los Angeles, CA 90018, USA",90018
12/31/2013,130326809,12/31/2013,940,3,Southwest,312,997,TRAFFIC DR #,IC,Invest Cont,              JEFFERSON,   COCHRAN,"(34.0256, -118.3612)","3023-3099 S Cochran Ave, Los Angeles, CA 90016, USA",90016
12/31/2013,130326814,12/31/2013,1310,3,Southwest,363,997,TRAFFIC DR #,IC,Invest Cont,              CRENSHAW,   STOCKER,"(34.0085, -118.3351)","4150-4198 Crenshaw Blvd, Los Angeles, CA 90008, USA",90008
12/31/2013,130326815,12/31/2013,950,3,Southwest,303,997,TRAFFIC DR #,IC,Invest Cont,              REDONDO                      BL,   ADAMS                        BL,"(34.0325, -118.3563)","2600-2624 S Redondo Blvd, Los Angeles, CA 90016, USA",90016
12/31/2013,130326853,12/31/2013,1620,3,Southwest,361,997,TRAFFIC DR #,IC,Invest Cont,              RODEO                        RD,   LA BREA                      AV,"(34.0216, -118.3556)","3598 S La Brea Ave, Los Angeles, CA 90016, USA",90016
12/31/2013,130326854,12/31/2013,1400,3,Southwest,376,997,TRAFFIC DR #,IC,Invest Cont,              WESTERN                      AV,   39TH                         ST,"(34.0146, -118.3089)","3901 S Western Ave, Los Angeles, CA 90062, USA",90062
12/31/2013,130417741,12/31/2013,50,4,Hollenbeck,423,997,TRAFFIC DR #,IC,Invest Cont,              DALY,   MISSION,"(34.063, -118.2153)","1731 Daly St, Los Angeles, CA 90033, USA",90033
12/31/2013,130417743,12/31/2013,5,4,Hollenbeck,469,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 3400         EAGLE                        ST,,"(34.0332, -118.1974)","3400 Eagle St, Los Angeles, CA 90063, USA",90063
12/31/2013,130417746,12/31/2013,325,4,Hollenbeck,497,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 3200         UNION PACIFIC                AV,,"(34.0171, -118.2108)","1508-1598 S Ezra St, Los Angeles, CA 90023, USA",90023
12/31/2013,130417756,12/31/2013,1215,4,Hollenbeck,477,997,TRAFFIC DR #,IC,Invest Cont,              WHITTIER                     BL,   MOTT                         ST,"(34.0332, -118.213)","2601-2607 Whittier Blvd, Los Angeles, CA 90023, USA",90023
12/31/2013,130417758,12/31/2013,1440,4,Hollenbeck,429,648,ARSON,IC,Invest Cont, 3800         STOCKBRIDGE                  AV,,"(34.0896, -118.1634)","3781-3799 Stockbridge Ave, Los Angeles, CA 90032, USA",90032
12/31/2013,130417760,12/31/2013,1435,4,Hollenbeck,422,997,TRAFFIC DR #,IC,Invest Cont,              DALY                         ST,   DARWIN                       AV,"(34.0675, -118.2155)","1941-1999 Daly St, Los Angeles, CA 90031, USA",90031
12/31/2013,130417769,12/31/2013,940,4,Hollenbeck,452,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1700      E  1ST                          ST,,"(34.0473, -118.221)","1700 E 1st St, Los Angeles, CA 90033, USA",90033
12/31/2013,130417770,12/31/2013,1555,4,Hollenbeck,478,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont, 3400         PERCY                        ST,,"(34.0287, -118.1999)","S Lorena St & Pomona Fwy, Los Angeles, CA 90023, USA",90023
12/31/2013,130417771,12/31/2013,200,4,Hollenbeck,453,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont,  100      N  BOYLE                        AV,,"(34.0499, -118.2184)","300-398 N Boyle Ave, Los Angeles, CA 90033, USA",90033
12/31/2013,130417772,12/31/2013,200,4,Hollenbeck,453,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont, 1200      E  CESAR E CHAVEZ               AV,,"(34.0531, -118.2227)","1199 East Cesar E Chavez Avenue, Los Angeles, CA 90033, USA",90033
12/31/2013,130417775,12/31/2013,1720,4,Hollenbeck,422,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              JOHNSTON                     ST,   MANITOU                      AV,"(34.0719, -118.2103)","2256 Johnston St, Los Angeles, CA 90031, USA",90031
12/31/2013,130417776,12/31/2013,2050,4,Hollenbeck,421,997,TRAFFIC DR #,IC,Invest Cont,              AVENUE 20,   ALBION                       ST,"(34.0707, -118.2189)","298 S Ave 20, Los Angeles, CA 90031, USA",90031
12/31/2013,130417777,12/31/2013,1625,4,Hollenbeck,462,210,ROBBERY,AA,Adult Arrest, 1800      E  4TH                          ST,,"(34.0431, -118.2196)","368 1/2 S Boyle Ave, Los Angeles, CA 90033, USA",90033
12/31/2013,130501467,12/31/2013,1000,5,Harbor,529,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  900         LAKME                        AV,,"(33.7814, -118.2594)","301-399 E I St, Wilmington, CA 90744, USA",90744
12/31/2013,130519810,12/31/2013,220,5,Harbor,551,997,TRAFFIC DR #,IC,Invest Cont,              3RD                          ST,   HANFORD,"(33.7415, -118.3021)","301 S Hamilton Ave, San Pedro, CA 90732, USA",90732
12/31/2013,130519814,12/31/2013,255,5,Harbor,581,210,ROBBERY,AA,Adult Arrest, 1700      W  25TH                         ST,,"(33.724, -118.3148)","2462-2498 S Moray Ave, San Pedro, CA 90732, USA",90732
12/31/2013,130519818,12/31/2013,345,5,Harbor,585,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,  900         HAMILTON                     AV,,"(33.7204, -118.2968)","2600 S Meyler St, San Pedro, CA 90731, USA",90731
12/31/2013,130519819,12/31/2013,205,5,Harbor,565,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,  800      S  GAFFEY                       ST,,"(33.737, -118.2923)","700-762 S Gaffey St, San Pedro, CA 90731, USA",90731
12/31/2013,130519827,12/31/2013,1230,5,Harbor,565,997,TRAFFIC DR #,IC,Invest Cont,              7TH,   PACIFIC,"(33.7379, -118.2879)","630-698 S Pacific Ave, San Pedro, CA 90731, USA",90731
12/31/2013,130519836,12/31/2013,825,5,Harbor,506,740,VANDALISM - FELONY,IC,Invest Cont,21900         HARVARD                      BL,,"(33.8291, -118.3065)","1602 W 219th St, Torrance, CA 90501, USA",90501
12/31/2013,130519837,12/31/2013,1350,5,Harbor,521,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1700      N  GAFFEY                       ST,,"(33.7601, -118.2928)","1687-1701 N Gaffey St, San Pedro, CA 90731, USA",90731
12/31/2013,130601122,12/31/2013,155,6,Hollywood,636,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1800      N  CAHUENGA                     BL,,"(34.104, -118.3297)","1800-1808 N Cahuenga Blvd, Los Angeles, CA 90028, USA",90028
12/31/2013,130601124,12/31/2013,1010,6,Hollywood,666,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,              VINE                         ST,   SUNSET                       BL,"(34.098, -118.3267)","6300 Sunset Blvd, Los Angeles, CA 90028, USA",90028
1/1/2014,130601127,12/31/2013,1845,6,Hollywood,666,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 1300         WILCOX                       AV,,"(34.0944, -118.331)","1300-1310 Wilcox Ave, Los Angeles, CA 90038, USA",90038
12/31/2013,130601128,12/31/2013,2230,6,Hollywood,647,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,              SUNSET                       BL,   EL CENTRO,"(34.098, -118.3237)","1480-1498 N El Centro Ave, Los Angeles, CA 90028, USA",90028
12/31/2013,130627404,12/31/2013,130,6,Hollywood,645,510,VEHICLE - STOLEN,IC,Invest Cont,              SUNSET                       BL,   FORMOSA                      AV,"(34.098, -118.3468)","7201-7209 Sunset Blvd, Los Angeles, CA 90046, USA",90046
12/31/2013,130627408,12/31/2013,100,6,Hollywood,636,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,              HOLLYWOOD,   COSMO,"(34.1016, -118.3288)","6366-6368 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/31/2013,130627420,12/31/2013,1945,6,Hollywood,647,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 5800         HAROLD                       WY,,"(34.0993, -118.3159)","5800-5810 Harold Way, Los Angeles, CA 90028, USA",90028
12/31/2013,130627422,12/31/2013,1525,6,Hollywood,628,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 5800         FRANKLIN                     AV,,"(34.1053, -118.3209)","6017-6049 Franklin Ave, Los Angeles, CA 90028, USA",90028
12/31/2013,131720662,12/31/2013,1525,17,Devonshire,1747,997,TRAFFIC DR #,IC,Invest Cont,              CHATSWORTH,   BALBOA,"(34.2648, -118.5023)","10701-10707 Balboa Blvd, Granada Hills, CA 91344, USA",91344
12/31/2013,130701211,12/31/2013,1500,7,Wilshire,775,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,              VENICE                       BL,   LA BREA                      AV,"(34.046, -118.3453)","4949-4959 Venice Blvd, Los Angeles, CA 90019, USA",90019
12/31/2013,130701212,12/31/2013,1030,7,Wilshire,765,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,              VENICE                       BL,   RIMPAU                       BL,"(34.0466, -118.3405)","4732-4798 Venice Blvd, Los Angeles, CA 90019, USA",90019
12/31/2013,130701213,12/31/2013,1100,7,Wilshire,762,310,BURGLARY,IC,Invest Cont, 1500      S  HAYWORTH                     AV,,"(34.0499, -118.368)","1455-1499 S Hayworth Ave, Los Angeles, CA 90035, USA",90035
12/31/2013,130701214,12/31/2013,630,7,Wilshire,789,310,BURGLARY,IC,Invest Cont, 2200         7TH                          AV,,"(34.0371, -118.3248)","2138 7th Ave, Los Angeles, CA 90018, USA",90018
12/31/2013,130719211,12/31/2013,1400,7,Wilshire,719,997,TRAFFIC DR #,IC,Invest Cont,              MELROSE                      AV,   LARCHMONT                    BL,"(34.0835, -118.3237)","5641-5657 Melrose Ave, Los Angeles, CA 90038, USA",90038
12/31/2013,130719212,12/31/2013,1840,7,Wilshire,758,997,TRAFFIC DR #,IC,Invest Cont,              WEST,   EDGEWOOD,"(34.0545, -118.3314)","1139 West Blvd, Los Angeles, CA 90019, USA",90019
12/31/2013,130719213,12/31/2013,1830,7,Wilshire,776,997,TRAFFIC DR #,IC,Invest Cont,              LOMITA                       ST,   VENICE                       BL,"(34.0467, -118.34)","4732 Venice Blvd, Los Angeles, CA 90019, USA",90019
12/31/2013,130719215,12/31/2013,1645,7,Wilshire,702,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,              GENESEE                      AV,   MELROSE                      AV,"(34.0838, -118.3584)","704 N Genesee Ave, Los Angeles, CA 90046, USA",90046
12/31/2013,130818332,12/31/2013,130,8,West LA,893,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 2600         TILDEN                       AV,,"(34.0339, -118.4308)","11041 Richland Ave, Los Angeles, CA 90064, USA",90064
12/31/2013,130818341,12/31/2013,940,8,West LA,813,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   BARRINGTON                   PL,"(34.0653, -118.4702)","11679-11681 Sunset Blvd, Los Angeles, CA 90049, USA",90049
12/31/2013,130818343,12/31/2013,1230,8,West LA,841,997,TRAFFIC DR #,AO,Adult Other,           S  BUNDY                        DR,   WILSHIRE,"(34.0429, -118.4661)","12112 Texas Ave, Los Angeles, CA 90025, USA",90025
12/31/2013,130818344,12/31/2013,918,8,West LA,852,997,TRAFFIC DR #,IC,Invest Cont,              BARRINGTON                   AV,   SANTA MONICA                 BL,"(34.0438, -118.456)","11677 Santa Monica Blvd, Los Angeles, CA 90025, USA",90025
12/31/2013,130818347,12/31/2013,745,8,West LA,831,997,TRAFFIC DR #,IC,Invest Cont,              GOSHEN                       AV,   WESTGATE                     AV,"(34.0478, -118.4648)","11855 Goshen Ave, Los Angeles, CA 90049, USA",90049
12/31/2013,130818348,12/31/2013,1630,8,West LA,829,210,ROBBERY,IC,Invest Cont,10300         SANTA MONICA                 BL,,"(34.061, -118.4192)","7121 Historic Rte 66, Los Angeles, CA 90024, USA",90024
12/31/2013,130818349,12/31/2013,1225,8,West LA,819,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   BEL AIR                      DR,"(34.0808, -118.4354)","10401 Sunset Blvd, Los Angeles, CA 90077, USA",90077
12/31/2013,130818350,12/31/2013,1230,8,West LA,822,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   SWARTHMORE                   AV,"(34.0474, -118.5258)","1000-1012 N Swarthmore Ave, Pacific Palisades, CA 90272, USA",90272
12/31/2013,130901330,12/31/2013,2150,9,Van Nuys,901,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 7500      N  SEPULVEDA                    BL,,"(34.2066, -118.4662)","7447-7499 Sepulveda Blvd, Van Nuys, CA 91405, USA",91405
12/31/2013,130901332,12/31/2013,1910,9,Van Nuys,974,933,PROWLER,IC,Invest Cont, 4700         KESTER                       AV,,"(34.1561, -118.4574)","4708 Kester Ave, Sherman Oaks, CA 91403, USA",91403
12/31/2013,130901334,12/31/2013,1400,9,Van Nuys,904,997,TRAFFIC DR #,IC,Invest Cont, 7600         VAN NUYS                     BL,,"(34.2085, -118.4488)","7601-7605 Van Nuys Blvd, Van Nuys, CA 91405, USA",91405
12/31/2013,130901339,12/31/2013,800,9,Van Nuys,935,440,THEFT PLAIN - PETTY (UNDER $400),AO,Adult Other,14100         DELANO                       ST,,"(34.1827, -118.44)","6201-6209 Hazeltine Ave, Van Nuys, CA 91401, USA",91401
12/31/2013,130922286,12/31/2013,315,9,Van Nuys,906,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,14100         LEADWELL                     ST,,"(34.204, -118.4417)","14146 Leadwell St, Van Nuys, CA 91405, USA",91405
12/31/2013,130922291,12/31/2013,730,9,Van Nuys,923,997,TRAFFIC DR #,IC,Invest Cont,              SEPULVEDA                    BL,   VANOWEN                      ST,"(34.1939, -118.4662)","6759-6799 Sepulveda Blvd, Van Nuys, CA 91411, USA",91411
12/31/2013,130922293,12/31/2013,545,9,Van Nuys,969,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13200         RIVERSIDE                    DR,,"(34.1576, -118.4203)","13156-13198 Riverside Dr, Sherman Oaks, CA 91423, USA",91423
12/31/2013,130922305,12/31/2013,700,9,Van Nuys,911,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,15400         SHERMAN                      WY,,"(34.2012, -118.4684)","15379-15403 Sherman Way, Van Nuys, CA 91406, USA",91406
12/31/2013,130922322,12/31/2013,800,9,Van Nuys,915,900,VIOLATION OF COURT ORDER,IC,Invest Cont, 7100         LENNOX                       AV,,"(34.1996, -118.4455)","7107 Lennox Ave, Van Nuys, CA 91405, USA",91405
12/31/2013,131001138,12/31/2013,15,10,West Valley,1004,210,ROBBERY,IC,Invest Cont,              ETIWANDA                     AV,   SATICOY                      ST,"(34.2084, -118.5317)","18257 Saticoy St, Reseda, CA 91335, USA",91335
12/31/2013,131019604,12/31/2013,1230,10,West Valley,1004,997,TRAFFIC DR #,IC,Invest Cont,              LINDLEY,   SATICOY,"(34.2084, -118.5273)","18047-18099 Saticoy St, Reseda, CA 91335, USA",91335
12/31/2013,131019605,12/31/2013,1030,10,West Valley,1068,997,TRAFFIC DR #,IC,Invest Cont,              BALBOA,   MCCORMICK,"(34.1659, -118.5011)","5230-5272 Balboa Blvd, Encino, CA 91436, USA",91436
12/31/2013,131019606,12/31/2013,400,10,West Valley,1019,310,BURGLARY,IC,Invest Cont, 7400         HASKELL                      AV,,"(34.2049, -118.4749)","7402 Haskell Ave, Van Nuys, CA 91406, USA",91406
12/31/2013,131019607,12/31/2013,830,10,West Valley,1039,740,VANDALISM - FELONY,JA,Juv Arrest,              VANOWEN,   WOODLEY,"(34.1939, -118.4836)","16060-16098 Vanowen St, Lake Balboa, CA 91406, USA",91406
12/31/2013,131019612,12/31/2013,1115,10,West Valley,1079,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,16000         VENTURA                      BL,,"(34.1561, -118.4814)","15999 Ventura Blvd, Encino, CA 91436, USA",91436
12/31/2013,131019619,12/31/2013,930,10,West Valley,1079,740,VANDALISM - FELONY,IC,Invest Cont,16000         VENTURA                      BL,,"(34.1561, -118.4814)","15999 Ventura Blvd, Encino, CA 91436, USA",91436
12/31/2013,131019621,12/31/2013,30,10,West Valley,1034,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 6100         RESEDA                       BL,,"(34.1807, -118.536)","6066-6098 Reseda Blvd, Reseda, CA 91335, USA",91335
12/31/2013,131019622,12/31/2013,1800,10,West Valley,1099,997,TRAFFIC DR #,IC,Invest Cont,              SEPULVEDA                    BL,   VALLEY MEADOW                RD,"(34.1415, -118.4757)","3900-3916 Sepulveda Blvd, Encino, CA 91436, USA",91436
12/31/2013,131019623,12/31/2013,1220,10,West Valley,1065,997,TRAFFIC DR #,IC,Invest Cont,              WHITE OAK,   VENTURA                      FY,"(34.1625, -118.5186)","5101-5123 White Oak Ave, Encino, CA 91316, USA",91316
12/31/2013,131122070,12/31/2013,350,11,Northeast,1183,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 1600         LAKE SHORE                   AV,,"(34.0832, -118.2574)","1608-1612 Lake Shore Ave, Los Angeles, CA 90026, USA",90026
12/31/2013,131122080,12/31/2013,645,11,Northeast,1178,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont, 3300         PEPPER                       AV,,"(34.0911, -118.2226)","3323-3327 Pepper Ave, Los Angeles, CA 90065, USA",90065
12/31/2013,131122081,12/31/2013,915,11,Northeast,1117,997,TRAFFIC DR #,IC,Invest Cont,              AVENUE 52,   AVENUE 51,"(34.1293, -118.202)","1599 Wildwood Dr, Los Angeles, CA 90041, USA",90041
12/31/2013,131122082,12/31/2013,200,11,Northeast,1181,510,VEHICLE - STOLEN,IC,Invest Cont, 2100         MONTANA                      ST,,"(34.0805, -118.2617)","1384-1398 CA-2, Los Angeles, CA 90026, USA",90026
12/31/2013,131122084,12/31/2013,1340,11,Northeast,1102,997,TRAFFIC DR #,IC,Invest Cont,              SAN FERNANDO,   DORAN,"(34.1532, -118.2759)","941 W Doran St, Los Angeles, CA 90039, USA",90039
12/31/2013,131122085,12/31/2013,945,11,Northeast,1142,310,BURGLARY,IC,Invest Cont, 1800         RODNEY                       DR,,"(34.1036, -118.2896)","1767-1799 Rodney Dr, Los Angeles, CA 90027, USA",90027
12/31/2013,131122086,12/31/2013,1425,11,Northeast,1189,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3500      N  FIGUEROA                     ST,,"(34.0885, -118.2156)","201-299 Amabel St, Los Angeles, CA 90065, USA",90065
12/31/2013,131122089,12/31/2013,1205,11,Northeast,1138,997,TRAFFIC DR #,IC,Invest Cont,              AVENUE 60,   FIGUEROA,"(34.1111, -118.1898)","121 N Ave 60, Los Angeles, CA 90042, USA",90042
12/31/2013,131122090,12/31/2013,830,11,Northeast,1161,647,THROWING OBJECT AT MOVING VEHICLE,AA,Adult Arrest,              EDGEMONT,   SANTA MONICA,"(34.0909, -118.2961)","1101-1111 N Edgemont St, Los Angeles, CA 90029, USA",90029
12/31/2013,131122093,12/31/2013,1545,11,Northeast,1145,997,TRAFFIC DR #,IC,Invest Cont,              GOLDEN STATE,   GLENDALE FWY,"(34.1027, -118.2503)","Golden State Fwy, Los Angeles, CA 90039, USA",90039
12/31/2013,131122094,12/31/2013,900,11,Northeast,1169,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  200      S  AVENUE 54,,"(34.1059, -118.1958)","5410 Longfellow St, Los Angeles, CA 90042, USA",90042
12/31/2013,131122096,12/31/2013,1400,11,Northeast,1148,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,  400         CRANE                        BL,,"(34.1031, -118.2077)","401-419 Crane Blvd, Los Angeles, CA 90065, USA",90065
