Date.Rptd,DR.NO,DATE.OCC,TIME.OCC,AREA,AREA.NAME,RD,Crm.Cd,CrmCd.Desc,Status,Status.Desc,LOCATION,Cross.Street,Location.1,Formatted Address,Zipcode
12/30/2013,130326753,12/30/2013,1000,3,Southwest,361,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              MARTIN LUTHER KING JR        BL,   RODEO,"(34.0215, -118.3524)","4800-4998 Rodeo Rd, Los Angeles, CA 90016, USA",90016
12/30/2013,130326755,12/30/2013,1830,3,Southwest,311,510,VEHICLE - STOLEN,IC,Invest Cont,              CLYDE,   BODEN,"(34.0282, -118.3684)","2829-2865 Clyde Ave, Los Angeles, CA 90016, USA",90016
12/30/2013,130326758,12/30/2013,1000,3,Southwest,376,210,ROBBERY,IC,Invest Cont,              HOBART,   MARTIN LUTHER KING JR        BL,"(34.0109, -118.3078)","1598 Leighton Ave, Los Angeles, CA 90062, USA",90062
12/30/2013,130326759,12/30/2013,1230,3,Southwest,334,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 3500      W  JEFFERSON                    BL,,"(34.0256, -118.3338)","3304-3398 S Bronson Ave, Los Angeles, CA 90018, USA",90018
12/30/2013,130326761,12/30/2013,1430,3,Southwest,321,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 5300         HIGHLIGHT                    PL,,"(34.0233, -118.3635)","5352 Highlight Pl, Los Angeles, CA 90016, USA",90016
12/30/2013,130326763,12/30/2013,1200,3,Southwest,343,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 3600      S  LA BREA                      AV,,"(34.0216, -118.3556)","3598 S La Brea Ave, Los Angeles, CA 90016, USA",90016
12/30/2013,130326767,12/30/2013,1500,3,Southwest,392,210,ROBBERY,AO,Adult Other,              CRENSHAW                     BL,W  43RD                         ST,"(34.0042, -118.3319)","3438 W 43rd Pl, Los Angeles, CA 90008, USA",90008
12/30/2013,130326773,12/30/2013,1920,3,Southwest,363,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 4100         CRENSHAW                     BL,,"(34.0102, -118.3351)","4072 Crenshaw Blvd, Los Angeles, CA 90008, USA",90008
12/30/2013,130326774,12/30/2013,2100,3,Southwest,397,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 4200         DALTON                       AV,,"(34.0073, -118.3034)","4200 Dalton Ave, Los Angeles, CA 90062, USA",90062
12/30/2013,130326777,12/30/2013,1620,3,Southwest,375,997,TRAFFIC DR #,IC,Invest Cont,              BROWNING                     BL,   SAINT ANDREWS                PL,"(34.0119, -118.3111)","3973 S St Andrews Pl, Los Angeles, CA 90062, USA",90062
12/30/2013,130326778,12/30/2013,1830,3,Southwest,321,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 5100         RODEO                        RD,,"(34.0216, -118.3556)","3598 S La Brea Ave, Los Angeles, CA 90016, USA",90016
12/30/2013,130326780,12/30/2013,1740,3,Southwest,395,210,ROBBERY,IC,Invest Cont,           S  WESTERN                      AV,W  41ST                         ST,"(34.0085, -118.3089)","4130-4148 S Western Ave, Los Angeles, CA 90062, USA",90062
12/30/2013,130326781,12/30/2013,1730,3,Southwest,395,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1800      W  41ST                         ST,,"(34.0099, -118.3113)","1762 W 41st St, Los Angeles, CA 90062, USA",90062
12/30/2013,130326784,12/30/2013,1430,3,Southwest,376,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,           W  39TH                         ST,S  WESTERN                      AV,"(34.0146, -118.3089)","3901 S Western Ave, Los Angeles, CA 90062, USA",90062
12/31/2013,130326785,12/30/2013,2315,3,Southwest,357,210,ROBBERY,IC,Invest Cont, 3500      S  BUDLONG                      AV,,"(34.0242, -118.2959)","3509 S Budlong Ave, Los Angeles, CA 90007, USA",90007
12/31/2013,130326852,12/30/2013,2000,3,Southwest,354,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,              9TH                          AV,   JEFFERSON                    BL,"(34.0256, -118.3272)","2901-2911 W Jefferson Blvd, Los Angeles, CA 90018, USA",90018
12/31/2013,130401138,12/30/2013,2125,4,Hollenbeck,426,310,BURGLARY,AA,Adult Arrest, 5000         HUNTINGTON DR,,"(34.0878, -118.174)","4974 Huntington Dr S, Los Angeles, CA 90032, USA",90032
12/31/2013,130401139,12/30/2013,2000,4,Hollenbeck,426,310,BURGLARY,AA,Adult Arrest, 4900         HUNTINGTON DR,,"(34.0868, -118.177)","4901 Huntington Dr, Los Angeles, CA 90032, USA",90032
12/30/2013,130417722,12/30/2013,30,4,Hollenbeck,456,510,VEHICLE - STOLEN,IC,Invest Cont, 2500         FAIRMOUNT                    ST,,"(34.0512, -118.2025)","851-899 N Fickett St, Los Angeles, CA 90033, USA",90033
12/30/2013,130417729,12/30/2013,1020,4,Hollenbeck,455,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  500         SAN BENITO                   ST,,"(34.0506, -118.2135)","540 San Benito St, Los Angeles, CA 90033, USA",90033
12/30/2013,130417737,12/30/2013,1125,4,Hollenbeck,461,997,TRAFFIC DR #,IC,Invest Cont,              4TH                          ST,   CLARENCE,"(34.0427, -118.2237)","369 S Clarence St, Los Angeles, CA 90033, USA",90033
12/30/2013,130417738,12/30/2013,1330,4,Hollenbeck,423,997,TRAFFIC DR #,IC,Invest Cont,              DALY                         ST,N  MISSION                      RD,"(34.063, -118.2153)","1731 Daly St, Los Angeles, CA 90033, USA",90033
12/31/2013,130417742,12/30/2013,2230,4,Hollenbeck,459,510,VEHICLE - STOLEN,IC,Invest Cont, 3000         MALABAR                      ST,,"(34.0467, -118.1984)","700-726 N Evergreen Ave, Los Angeles, CA 90033, USA",90033
12/31/2013,130417744,12/30/2013,1730,4,Hollenbeck,497,310,BURGLARY,IC,Invest Cont, 2900      E  OLYMPIC                      BL,,"(34.0225, -118.2156)","1376-1398 Camulos St, Los Angeles, CA 90023, USA",90023
12/31/2013,130417745,12/30/2013,400,4,Hollenbeck,456,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 2400         FAIRMOUNT                    ST,,"(34.0521, -118.2044)","900-906 N Soto St, Los Angeles, CA 90033, USA",90033
12/31/2013,130417749,12/30/2013,2300,4,Hollenbeck,473,510,VEHICLE - STOLEN,IC,Invest Cont,  900      S  BREED                        ST,,"(34.0349, -118.2169)","2300 Whittier Blvd, Los Angeles, CA 90023, USA",90023
12/31/2013,130417753,12/30/2013,1420,4,Hollenbeck,411,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,              PASADENA,   AVENUE 19,"(34.0737, -118.2223)","1850-1898 Pasadena Ave, Los Angeles, CA 90031, USA",90031
12/31/2013,130417755,12/30/2013,1200,4,Hollenbeck,421,510,VEHICLE - STOLEN,IC,Invest Cont,  600         LAMAR                        ST,,"(34.0671, -118.2224)","1763-1767 N Main St, Los Angeles, CA 90031, USA",90031
12/31/2013,130417773,12/30/2013,1900,4,Hollenbeck,429,310,BURGLARY,AA,Adult Arrest, 5100         HUNTINGTON DR,,"(34.0887, -118.1721)","5106 Huntington Dr S, Los Angeles, CA 90032, USA",90032
12/31/2013,130417774,12/30/2013,2100,4,Hollenbeck,429,310,BURGLARY,AA,Adult Arrest, 5300         POPLAR                       BL,,"(34.0905, -118.1647)","5370 Poplar Blvd, Los Angeles, CA 90032, USA",90032
12/30/2013,130501463,12/30/2013,520,5,Harbor,558,310,BURGLARY,AA,Adult Arrest,  200      W  OLIVER                       ST,,"(33.7469, -118.2817)","200-226 W Oliver St, San Pedro, CA 90731, USA",90731
12/31/2013,130501469,12/30/2013,2358,5,Harbor,515,110,CRIMINAL HOMICIDE,AA,Adult Arrest, 1700         WILMINGTON                   BL,,"(33.7969, -118.2752)","901-999 W R St, Wilmington, CA 90744, USA",90744
12/30/2013,130519768,12/30/2013,130,5,Harbor,532,624,BATTERY - SIMPLE ASSAULT,JA,Juv Arrest,  700      W  OPP                          ST,,"(33.7825, -118.2701)","619-699 W Opp St, Wilmington, CA 90744, USA",90744
12/30/2013,130519774,12/30/2013,200,5,Harbor,557,210,ROBBERY,IC,Invest Cont,              PACIFIC                      AV,   3RD                          ST,"(33.7415, -118.2879)","240 S Pacific Ave, San Pedro, CA 90731, USA",90731
12/30/2013,130519783,12/30/2013,200,5,Harbor,506,510,VEHICLE - STOLEN,IC,Invest Cont, 1500      W  CARSON                       ST,,"(33.8315, -118.3038)","1452-1498 W Carson St, Torrance, CA 90501, USA",90501
12/30/2013,130519790,12/30/2013,930,5,Harbor,519,354,THEFT OF IDENTITY,IC,Invest Cont, 1500      E  CRUCES                       ST,,"(33.7935, -118.2456)","1401-1427 N Blinn Ave, Wilmington, CA 90744, USA",90744
12/30/2013,130519792,12/30/2013,715,5,Harbor,585,740,VANDALISM - FELONY,IC,Invest Cont, 2000      S  PACIFIC                      AV,,"(33.7261, -118.288)","1925-1999 S Pacific Ave, San Pedro, CA 90731, USA",90731
12/30/2013,130519793,12/30/2013,1420,5,Harbor,563,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1200      S  GAFFEY                       ST,,"(33.7334, -118.2924)","1151-1199 S Gaffey St, San Pedro, CA 90731, USA",90731
12/30/2013,130519795,12/30/2013,530,5,Harbor,528,354,THEFT OF IDENTITY,IC,Invest Cont, 1100      E  YOUNG                        ST,,"(33.7865, -118.2495)","1101-1103 E Young St, Wilmington, CA 90744, USA",90744
12/30/2013,130519801,12/30/2013,1315,5,Harbor,564,997,TRAFFIC DR #,IC,Invest Cont,              1ST                          ST,   PACIFIC                      AV,"(33.7433, -118.2879)","500 W 1st St, San Pedro, CA 90731, USA",90731
12/30/2013,130519802,12/30/2013,1825,5,Harbor,515,997,TRAFFIC DR #,IC,Invest Cont,              PACIFIC COAST                HY,   AVALON                       BL,"(33.7912, -118.2633)","1400-1430 N Avalon Blvd, Wilmington, CA 90744, USA",90744
12/30/2013,130519805,12/30/2013,1800,5,Harbor,563,220,ATTEMPTED ROBBERY,IC,Invest Cont,              13TH                         ST,   GAFFEY                       ST,"(33.7324, -118.2924)","1301-1303 S Gaffey St, San Pedro, CA 90731, USA",90731
12/30/2013,130519808,12/30/2013,1115,5,Harbor,565,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,  500      W  7TH                          ST,,"(33.7379, -118.2879)","630-698 S Pacific Ave, San Pedro, CA 90731, USA",90731
12/30/2013,130519812,12/30/2013,2050,5,Harbor,522,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,  800         BAYVIEW                      AV,,"(33.7796, -118.2699)","813 Bay View Ave, Wilmington, CA 90744, USA",90744
12/31/2013,130519813,12/30/2013,2035,5,Harbor,513,997,TRAFFIC DR #,IC,Invest Cont,              PACIFIC COAST                HY,   BIXBY                        AV,"(33.791, -118.2917)","911 Pacific Coast Hwy, Harbor City, CA 90710, USA",90710
12/30/2013,130519817,12/30/2013,1720,5,Harbor,565,930,"THREATS, VERBAL/TERRORIST",AA,Adult Arrest,  500      W  8TH                          ST,,"(33.737, -118.2879)","742 S Pacific Ave, San Pedro, CA 90731, USA",90731
12/30/2013,130519821,12/30/2013,2145,5,Harbor,508,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,23300      S  WESTERN                      AV,,"(33.8141, -118.3089)","23137-23313 S Western Ave, Torrance, CA 90501, USA",90501
12/31/2013,130519822,12/30/2013,2200,5,Harbor,529,510,VEHICLE - STOLEN,IC,Invest Cont,              ALAMEDA,   I,"(33.7821, -118.2446)","847-859 Alameda St, Wilmington, CA 90744, USA",90744
12/31/2013,130519829,12/30/2013,1400,5,Harbor,559,997,TRAFFIC DR #,IC,Invest Cont,              SEASIDE,   NAVY                         WY,"(33.7541, -118.2517)","Seaside Fwy, San Pedro, CA 90731, USA",90731
12/31/2013,130519832,12/30/2013,1500,5,Harbor,585,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont, 1100      W  23RD                         ST,,"(33.7234, -118.3012)","1080 W 23rd St, San Pedro, CA 90731, USA",90731
12/30/2013,130601117,12/30/2013,30,6,Hollywood,678,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest, 5400         SANTA MONICA                 BL,,"(34.0908, -118.307)","1101-1115 N Oxford Ave, Los Angeles, CA 90029, USA",90029
12/31/2013,130601118,12/30/2013,1740,6,Hollywood,646,437,RESISTING ARREST,AA,Adult Arrest,              HOLLYWOOD,   IVAR,"(34.1065, -118.3285)","1956 Ivar Ave, Los Angeles, CA 90068, USA",90068
12/30/2013,130601119,12/30/2013,1740,6,Hollywood,646,745,VANDALISM - MISDEAMEANOR,AA,Adult Arrest,              IVAR,   HOLLYWOOD,"(34.1016, -118.3282)","6352 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130601120,12/30/2013,1740,6,Hollywood,646,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,              IVAR,   HOLLYWOOD,"(34.1016, -118.3282)","6352 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130601121,12/30/2013,1740,6,Hollywood,646,624,BATTERY - SIMPLE ASSAULT,AA,Adult Arrest,              IVAR,   HOLLYWOOD,"(34.1016, -118.3282)","6352 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130627372,12/30/2013,300,6,Hollywood,659,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,              HOLLYWOOD                    BL,   LAS PALMAS                   AV,"(34.1016, -118.3361)","6689 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130627373,12/30/2013,820,6,Hollywood,636,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1700      N  MC CADDEN                    PL,,"(34.1016, -118.3374)","1708 N McCadden Pl, Los Angeles, CA 90028, USA",90028
12/30/2013,130627374,12/30/2013,230,6,Hollywood,647,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              HOLLYWOOD                    BL,   VINE                         ST,"(34.1016, -118.3267)","1691-1699 Vine St, Los Angeles, CA 90028, USA",90028
12/30/2013,130627377,12/30/2013,1000,6,Hollywood,636,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1700         WILCOX                       AV,,"(34.1016, -118.331)","6454-6498 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130627381,12/30/2013,1145,6,Hollywood,642,210,ROBBERY,AA,Adult Arrest,              CURSON                       AV,   SUNSET                       BL,"(34.0981, -118.355)","1500-1520 N Curson Ave, Los Angeles, CA 90046, USA",90046
12/30/2013,130627383,12/30/2013,115,6,Hollywood,636,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1700         VINE                         ST,,"(34.1016, -118.3267)","1691-1699 Vine St, Los Angeles, CA 90028, USA",90028
12/30/2013,130627384,12/30/2013,130,6,Hollywood,622,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 7200         HILLSIDE                     AV,,"(34.1046, -118.3461)","1820-1828 N La Brea Ave, Los Angeles, CA 90046, USA",90046
12/30/2013,130627385,12/30/2013,1315,6,Hollywood,645,997,TRAFFIC DR #,IC,Invest Cont,              SYCAMORE                     AV,   HOLLYWOOD                    BL,"(34.1016, -118.3433)","1700-1702 N Sycamore Ave, Los Angeles, CA 90028, USA",90028
12/30/2013,130627386,12/30/2013,1320,6,Hollywood,647,440,THEFT PLAIN - PETTY (UNDER $400),AA,Adult Arrest, 6000         SELMA                        AV,,"(34.0997, -118.3206)","6057 Selma Ave, Los Angeles, CA 90028, USA",90028
12/30/2013,130627388,12/30/2013,1430,6,Hollywood,631,997,TRAFFIC DR #,IC,Invest Cont,              RISING GLEN                  DR,   RISING GLEN                  PL,"(34.1036, -118.3836)","1730 Rising Glen Rd, Los Angeles, CA 90069, USA",90069
12/30/2013,130627391,12/30/2013,930,6,Hollywood,646,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              HOLLYWOOD                    BL,   LAS PALMAS,"(34.1016, -118.3361)","6689 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130627395,12/30/2013,1820,6,Hollywood,645,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 7000         HAWTHORN                     AV,,"(34.1004, -118.3414)","1620-1652 N Orange Dr, Los Angeles, CA 90028, USA",90028
12/30/2013,130627396,12/30/2013,1800,6,Hollywood,645,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1300      N  HIGHLAND                     AV,,"(34.0944, -118.3386)","6783-6799 Fountain Ave, Los Angeles, CA 90028, USA",90028
12/30/2013,130627401,12/30/2013,1925,6,Hollywood,637,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 6200         HOLLYWOOD                    BL,,"(34.1017, -118.3245)","6207 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/30/2013,130627402,12/30/2013,1925,6,Hollywood,637,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont, 6200         HOLLYWOOD                    BL,,"(34.1017, -118.3245)","6207 Hollywood Blvd, Los Angeles, CA 90028, USA",90028
12/31/2013,131430018,12/30/2013,1145,14,Pacific,1479,660,COUNTERFEIT,IC,Invest Cont, 7300         LA TIJERA                    BL,,"(33.9722, -118.3776)","7231-7317 S La Tijera Blvd, Los Angeles, CA 90045, USA",90045
12/31/2013,130627419,12/30/2013,2030,6,Hollywood,631,997,TRAFFIC DR #,IC,Invest Cont,              WARBLER                      WY,   DOHENY                       DR,"(34.0987, -118.3902)","9213 Warbler Pl, West Hollywood, CA 90069, USA",90069
12/30/2013,130719170,12/30/2013,10,7,Wilshire,769,122,"RAPE, ATTEMPTED",AO,Adult Other,              VENICE                       BL,   3RD                          AV,"(34.0436, -118.3201)","1557 3rd Ave, Los Angeles, CA 90019, USA",90019
12/30/2013,130719171,12/30/2013,845,7,Wilshire,722,997,TRAFFIC DR #,IC,Invest Cont,              LINDENHURST                  AV,   SWEETZER,"(34.0668, -118.371)","6601-6607 Lindenhurst Ave, Los Angeles, CA 90048, USA",90048
12/30/2013,130719172,12/30/2013,1015,7,Wilshire,735,997,TRAFFIC DR #,IC,Invest Cont,              WILSHIRE                     BL,   CLOVERDALE                   AV,"(34.0623, -118.3462)","5401-5405 Wilshire Blvd, Los Angeles, CA 90036, USA",90036
12/30/2013,130719174,12/30/2013,1030,7,Wilshire,700,997,TRAFFIC DR #,IC,Invest Cont,              CLOVERDALE                   AV,   4TH                          ST,"(34.0669, -118.3462)","365-399 S Cloverdale Ave, Los Angeles, CA 90036, USA",90036
12/30/2013,130719175,12/30/2013,1500,7,Wilshire,777,997,TRAFFIC DR #,IC,Invest Cont,              VENICE                       BL,   CRENSHAW                     BL,"(34.0447, -118.3284)","1528-1610 Crenshaw Blvd, Los Angeles, CA 90019, USA",90019
12/30/2013,130719176,12/30/2013,1535,7,Wilshire,766,997,TRAFFIC DR #,IC,Invest Cont,              PICO                         BL,   VICTORIA                     AV,"(34.048, -118.3281)","4301 W Pico Blvd, Los Angeles, CA 90019, USA",90019
12/30/2013,130719177,12/30/2013,1150,7,Wilshire,775,997,TRAFFIC DR #,IC,Invest Cont,              SAN VICENTE                  BL,   GENESEE                      AV,"(34.0571, -118.3611)","1000-1026 S Genesee Ave, Los Angeles, CA 90019, USA",90019
12/30/2013,130719178,12/30/2013,1805,7,Wilshire,767,997,TRAFFIC DR #,IC,Invest Cont,              VENICE                       BL,   6TH                          AV,"(34.0436, -118.3237)","1557 6th Ave, Los Angeles, CA 90019, USA",90019
12/30/2013,130719179,12/30/2013,1710,7,Wilshire,714,997,TRAFFIC DR #,IC,Invest Cont,              MARTEL                       AV,   OAKWOOD                      AV,"(34.0783, -118.3511)","400 N Martel Ave, Los Angeles, CA 90036, USA",90036
12/30/2013,130719180,12/30/2013,1110,7,Wilshire,732,997,TRAFFIC DR #,IC,Invest Cont,              6TH                          ST,   CRESCENT HEIGHTS             BL,"(34.0656, -118.3679)","6382-6398 W 6th St, Los Angeles, CA 90048, USA",90048
12/30/2013,130719181,12/30/2013,1500,7,Wilshire,752,997,TRAFFIC DR #,IC,Invest Cont,              OLYMPIC                      BL,   ORLANDO                      AV,"(34.0593, -118.3736)","6548-6598 W Olympic Blvd, Los Angeles, CA 90048, USA",90048
12/30/2013,130719182,12/30/2013,1635,7,Wilshire,738,997,TRAFFIC DR #,IC,Invest Cont,              HIGHLAND                     AV,   8TH                          ST,"(34.0604, -118.3387)","5026-5098 W 8th St, Los Angeles, CA 90005, USA",90005
12/31/2013,130719184,12/30/2013,915,7,Wilshire,714,310,BURGLARY,IC,Invest Cont,  300      N  FULLER                       AV,,"(34.0762, -118.3498)","300-312 N Fuller Ave, Los Angeles, CA 90036, USA",90036
12/31/2013,130719185,12/30/2013,1800,7,Wilshire,769,310,BURGLARY,IC,Invest Cont, 1500         5TH                          AV,,"(34.0455, -118.3225)","1415 1/2 5th Ave, Los Angeles, CA 90019, USA",90019
12/31/2013,130719193,12/30/2013,2015,7,Wilshire,724,997,TRAFFIC DR #,IC,Invest Cont,              FAIRFAX                      AV,   FARMERS MARKET,"(34.073, -118.3614)","Farmers Market Pl, Los Angeles, CA 90036, USA",90036
12/31/2013,130719195,12/30/2013,1000,7,Wilshire,724,442,SHOPLIFTING - PETTY THEFT,AA,Adult Arrest,  100         THE GROVE                    DR,,"(34.0761, -118.3563)","7630-7648 Beverly Blvd, Los Angeles, CA 90048, USA",90048
12/31/2013,130719198,12/30/2013,1315,7,Wilshire,721,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 8700      W  GRACIE ALLEN                 DR,,"(34.0753, -118.3808)","8723 Gracie Allen Dr, Los Angeles, CA 90048, USA",90048
12/31/2013,130719199,12/30/2013,1350,7,Wilshire,706,343,SHOPLIFTING-GRAND THEFT (OVER $401),IC,Invest Cont, 6800         MELROSE                      AV,,"(34.0835, -118.3406)","700-710 N Mansfield Ave, Los Angeles, CA 90038, USA",90038
12/31/2013,130719202,12/30/2013,1230,7,Wilshire,773,930,"THREATS, VERBAL/TERRORIST",AO,Adult Other, 2000      S  CURSON                       AV,,"(34.0397, -118.3635)","2003 1/2 S Curson Ave, Los Angeles, CA 90016, USA",90016
12/31/2013,130719209,12/30/2013,1730,7,Wilshire,713,997,TRAFFIC DR #,IC,Invest Cont,              OAKWOOD                      AV,   STANLEY                      AV,"(34.0782, -118.3563)","7600-7648 Oakwood Ave, Los Angeles, CA 90036, USA",90036
12/31/2013,130719210,12/30/2013,1230,7,Wilshire,711,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,  400      N  FAIRFAX                      AV,,"(34.0782, -118.3614)","7876-7898 Oakwood Ave, Los Angeles, CA 90036, USA",90036
12/30/2013,130801736,12/30/2013,1655,8,West LA,859,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 8700      W  PICO                         BL,,"(34.0544, -118.3816)","1272-1298 S Shenandoah St, Los Angeles, CA 90035, USA",90035
12/31/2013,130801738,12/30/2013,2323,8,West LA,857,740,VANDALISM - FELONY,IC,Invest Cont, 9000      W  PICO                         BL,,"(34.0553, -118.3878)","8963 W Pico Blvd, Los Angeles, CA 90035, USA",90035
12/30/2013,130818298,12/30/2013,345,8,West LA,855,997,TRAFFIC DR #,IC,Invest Cont,              MASSACHUSETTS                AV,   SEPULVEDA                    BL,"(34.0488, -118.4461)","1600-1698 Pontius Ave, Los Angeles, CA 90025, USA",90025
12/30/2013,130818312,12/30/2013,650,8,West LA,853,997,TRAFFIC DR #,IC,Invest Cont,              BUTLER                       AV,   IOWA                         AV,"(34.0436, -118.4503)","11500-11510 Iowa Ave, Los Angeles, CA 90025, USA",90025
12/30/2013,130818314,12/30/2013,1110,8,West LA,819,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   CAROLWOOD                    DR,"(34.0809, -118.4258)","10087-10093 Sunset Blvd, Los Angeles, CA 90077, USA",90077
12/30/2013,130818317,12/30/2013,1435,8,West LA,886,997,TRAFFIC DR #,IC,Invest Cont,              PICO                         BL,   MOTOR                        AV,"(34.05, -118.4106)","2400-2418 Motor Ave, Los Angeles, CA 90064, USA",90064
12/30/2013,130818326,12/30/2013,1430,8,West LA,836,997,TRAFFIC DR #,IC,Invest Cont,              SANTA MONICA                 BL,   LITTLE SANTA MONICA          BL,"(34.0508, -118.4336)","5638 Santa Monica Blvd, Los Angeles, CA 90025, USA",90025
12/30/2013,130818328,12/30/2013,20,8,West LA,834,320,"BURGLARY, ATTEMPTED",IC,Invest Cont,10700         WILKINS                      AV,,"(34.0563, -118.4347)","10687 Wilkins Ave, Los Angeles, CA 90024, USA",90024
12/30/2013,130818333,12/30/2013,1215,8,West LA,884,330,BURGLARY FROM VEHICLE,IC,Invest Cont,10800      W  PICO                         BL,,"(34.0406, -118.4275)","10800 W Pico Blvd, Los Angeles, CA 90064, USA",90064
12/30/2013,130818335,12/30/2013,1645,8,West LA,884,310,BURGLARY,IC,Invest Cont, 2200         GLENDON                      AV,,"(34.0444, -118.4308)","2200 Glendon Ave, Los Angeles, CA 90064, USA",90064
12/30/2013,130818338,12/30/2013,1430,8,West LA,853,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,11300         SANTA MONICA                 BL,,"(34.0465, -118.4484)","11287 Santa Monica Blvd, Los Angeles, CA 90025, USA",90025
12/31/2013,130818346,12/30/2013,2130,8,West LA,842,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,              OHIO,   WESTGATE,"(34.0427, -118.4595)","1467 S Westgate Ave, Los Angeles, CA 90025, USA",90025
12/31/2013,130818351,12/30/2013,1600,8,West LA,806,510,VEHICLE - STOLEN,AO,Adult Other,  800         STRADELLA                    RD,,"(34.0845, -118.4523)","846 Stradella Rd, Los Angeles, CA 90077, USA",90077
12/30/2013,130901340,12/30/2013,2300,9,Van Nuys,952,997,TRAFFIC DR #,IC,Invest Cont,              BURBANK                      BL,   KESTER                       AV,"(34.1721, -118.4574)","14850-14898 Burbank Blvd, Sherman Oaks, CA 91411, USA",91411
12/30/2013,130922244,12/30/2013,845,9,Van Nuys,901,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,15400         COVELLO                      ST,,"(34.2076, -118.4687)","15405 Covello St, Van Nuys, CA 91406, USA",91406
12/30/2013,130922271,12/30/2013,1820,9,Van Nuys,974,997,TRAFFIC DR #,IC,Invest Cont,              MOORPARK                     BL,   VAN NUYS                     BL,"(34.1521, -118.4487)","4429 Van Nuys Blvd, Sherman Oaks, CA 91403, USA",91403
12/30/2013,130922275,12/30/2013,1535,9,Van Nuys,932,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 6100         SEPULVEDA                    BL,,"(34.1806, -118.4662)","Orange Line Busway Bike Path, Van Nuys, CA 91411, USA",91411
12/30/2013,130922278,12/30/2013,1300,9,Van Nuys,929,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other,13200         VICTORY                      BL,,"(34.1867, -118.4203)","13169-13199 Victory Blvd, Valley Glen, CA 91401, USA",91401
12/30/2013,130922285,12/30/2013,1755,9,Van Nuys,914,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,IC,Invest Cont,14900         VANOWEN                      ST,,"(34.1939, -118.4574)","14856 Vanowen St, Van Nuys, CA 91405, USA",91405
12/31/2013,130922287,12/30/2013,1700,9,Van Nuys,915,510,VEHICLE - STOLEN,IC,Invest Cont,14400         VOSE                         ST,,"(34.1985, -118.4467)","14363-14411 Vose St, Van Nuys, CA 91405, USA",91405
